Armenia,1997,17,17,99.87776716,99.80468576,22.0,59.0,10.866666666666667,1.3333333333333333,22.666666666666664,26.333333333333332,46.5,111.46,7257
Armenia,1998,17,17,99.873742725,99.7916005975,21.466666666666665,59.5,10.125,1.2,22.849999999999998,26.599999999999998,47,111.84,5917
Armenia,1999,17,17,99.86971829,99.77851543499999,20.93333333333333,60.0,9.383333333333333,1.0666666666666667,23.03333333333333,26.866666666666667,47.3,112.22,5243
Armenia,2000,17,17,99.865693855,99.7654302725,20.4,60.5,8.641666666666667,0.9333333333333333,23.216666666666665,27.133333333333333,47.8,112.6,4937
Armenia,2001,17,17,99.86166942,99.75234511,20.14,59.02,7.9,0.8,23.4,27.4,48.2,108.3,x
Armenia,2002,17,17,99.851178478,99.746050599,19.88,57.54,7.7,0.6000000000000001,23.375,27.275,48.7,108.1,4401
Armenia,2003,17,17,99.840687536,99.739756088,19.62,56.06,7.5,0.4,23.35,27.15,49.1,107.8,4652
Armenia,2004,17,17,99.830196594,99.733461577,19.36,54.58,7.3,0.19999999999999996,23.325,27.025,49,107.5,4717
Armenia,2005,17,17,99.819705652,99.72716706599999,19.1,53.1,7.1,0,23.3,26.9,49.1,114.5,x
Armenia,2006,17,17,99.80921470999999,99.720872555,20.580000000000002,53.46,7.359999999999999,0.2,23.52,27.08,49.2,100.0,x
Armenia,2010,17,17,99.767250942,99.695694511,26.5,54.9,8.4,1,24.4,27.8,49.6,100.0,x
Armenia,2011,17,17,99.75676,99.6894,26.568421052631578,54.84210526315789,8.23225806451613,0.9709677419354839,24.493548387096773,27.92258064516129,49.7,100.0,x
Australia,1971,18,18,99.0,99.0,x,x,8.8,1.4,21.5,24.4,x,x,x
Australia,1985,18,18,99.0,99.0,72.41578947368421,76.3,2.826666666666667,0.6533333333333333,24.580000000000002,26.92,38.3,100.5,14556
Australia,1986,18,18,99.0,99.0,72.2,76.1,2.4,0.6,24.8,27.1,39.2,100.2,14326
Australia,1987,18,18,99.0,99.0,71.27777777777779,75.05555555555556,2.3,0.6,25.09,27.380000000000003,39.7,100.3,13984
Australia,1988,18,18,99.0,99.0,70.35555555555555,74.0111111111111,2.1999999999999997,0.6,25.38,27.66,40.3,100.4,13961
Australia,1989,18,18,99.0,99.0,69.43333333333334,72.96666666666667,2.0999999999999996,0.6,25.67,27.94,40.8,100.5,14259
Australia,1990,18,18,99.0,99.0,68.5111111111111,71.92222222222222,2.0,0.6,25.96,28.22,41.3,100.3,15107
Australia,1991,18,18,99.0,99.0,67.58888888888889,70.87777777777778,1.9,0.6,26.25,28.5,41.5,100.6,14717
Australia,1992,18,18,99.0,99.0,66.66666666666667,69.83333333333333,1.7999999999999998,0.6,26.54,28.78,41.6,100.7,14154
Australia,1993,18,18,99.0,99.0,65.74444444444444,68.78888888888889,1.6999999999999997,0.6,26.83,29.06,41.7,100.8,13175
Australia,1994,18,18,99.0,99.0,64.82222222222222,67.74444444444444,1.5999999999999999,0.6,27.12,29.34,42.1,100.9,12853
Australia,1995,18,18,99.0,99.0,63.9,66.7,1.5,0.6,27.41,29.619999999999997,42.7,100.9,12631
Australia,1996,18,18,99.0,99.0,64.88571428571429,67.28571428571429,1.4,0.6,27.7,29.9,42.8,101,12509
Australia,1997,18,18,99.0,99.0,65.87142857142857,67.87142857142857,1.3199999999999998,0.5599999999999999,27.939999999999998,30.119999999999997,42.9,101.2,12309
Australia,1998,18,18,99.0,99.0,66.85714285714286,68.45714285714286,1.24,0.52,28.18,30.34,43.3,101.3,11849
Australia,1999,18,18,99.0,99.0,67.84285714285714,69.04285714285714,1.16,0.48,28.419999999999998,30.56,43.3,101.4,11751
Australia,2000,18,18,99.0,99.0,68.82857142857142,69.62857142857143,1.08,0.44,28.66,30.78,44,101.5,11474
Australia,2001,18,18,99.0,99.0,69.81428571428572,70.21428571428571,1,0.4,28.9,31,44.2,101.6,11704
Australia,2002,18,18,99.0,99.0,70.8,70.8,0.96,0.4,29.06,31.12,44.3,101.4,11505
Australia,2003,18,18,99,99,69.89999999999999,71.3,0.92,0.4,29.22,31.240000000000002,44.5,101.4,10811
Australia,2004,18,18,99.0,99.0,69.0,71.8,0.88,0.4,29.38,31.36,44.8,101.3,10857
Australia,2005,18,18,99.0,99.0,68.1,72.3,0.8400000000000001,0.4,29.54,31.48,45,101.1,10744
Australia,2006,18,18,99.0,99.0,67.88421052631578,72.1,0.8,0.4,29.7,31.6,45.2,100.0,x
Austria,1971,16,16,99.0,99.0,x,x,7,0.6,21.9,26,x,x,x
Austria,1981,16,16,99.0,99.0,x,x,4.2,0.5,23.5,26.9,38.35238095238095,99.0,x
Austria,1985,16,16,99.0,99.0,x,x,3.6,0.54,24.54,27.7,39.4,110.6,7507
Austria,1986,16,16,99.0,99.0,x,x,3.45,0.55,24.8,27.9,39.5,110.4,7055
Austria,1987,16,16,99.0,99.0,x,x,3.3000000000000003,0.5599999999999999,25.060000000000002,28.099999999999998,39.9,110.1,6392
Austria,1988,16,16,99.0,99.0,x,x,3.1500000000000004,0.57,25.32,28.299999999999997,40.3,109.8,6116
Austria,1989,16,16,99.0,99.0,42.23072102906306,46.330721029063064,3.0,0.58,25.580000000000002,28.5,40.4,109.4,5653
Austria,1990,16,16,99.0,99.0,42.88347516776834,46.98347516776834,2.8500000000000005,0.59,25.84,28.7,40.8,108.3,5379
Austria,1991,16,16,99.0,99.0,43.536229306473615,47.636229306473616,2.7,0.6,26.1,28.9,40.9,108.4,5596
Austria,1992,16,16,99.0,99.0,44.18898344517889,48.28898344517889,2.72,0.61,26.150000000000002,28.959999999999997,41.4,108,5488
Austria,1993,16,16,99.0,99.0,44.84173758388417,48.94173758388417,2.74,0.62,26.200000000000003,29.02,41.6,107.7,5191
Austria,1994,16,16,99.0,99.0,45.494491722589444,49.594491722589446,2.7600000000000002,0.63,26.25,29.08,42.8,107.4,4292
Austria,1995,16,16,99.0,99.0,46.14724586129472,50.24724586129472,2.7800000000000002,0.64,26.3,29.14,42.7,106.2,3894
Austria,1996,16,16,99.0,99.0,46.8,50.9,2.8,0.6499999999999999,26.35,29.2,42.7,107.2,3507
Austria,1997,16,16,99.0,99.0,47.452754138705274,51.552754138705275,2.82,0.6599999999999999,26.400000000000002,29.259999999999998,42.9,107.2,3367
Austria,1998,16,16,99.0,99.0,48.10550827741055,52.20550827741055,2.84,0.6699999999999999,26.450000000000003,29.32,42.9,107.1,3275
Austria,1999,16,16,99.0,99.0,48.75826241611583,52.85826241611583,2.86,0.6799999999999999,26.5,29.38,43,106.9,3105
Austria,2000,16,16,99.0,99.0,49.4110165548211,53.511016554821104,2.88,0.69,26.55,29.44,43.1,105.1,x
Austria,2001,16,16,99.0,99.0,50.06377069352638,54.16377069352638,2.9,0.7,26.6,29.5,43.4,106.5,3254
Austria,2002,16,16,99.0,99.0,50.716524832231656,54.81652483223166,2.61,0.63,27.040000000000003,29.91,43.9,106.3,3256
Austria,2003,16,16,99.0,99.0,51.36927897093693,55.469278970936934,2.32,0.5599999999999999,27.48,30.32,44,106.1,3106
Austria,2004,16,16,99.0,99.0,x,x,2.0300000000000002,0.49,27.92,30.73,44.3,106,3251
Austria,2005,16,16,99.0,99.0,x,x,1.74,0.42,28.36,31.14,44.6,104.2,3062
Austria,2006,16,16,99.0,99.0,x,x,1.45,0.35,28.8,31.55,44.9,100.0,x
Austria,2011,16,16,99,99,x,x,0,0,31,33.6,46.20952380952381,100.0,x
Azerbaijan,1979,17,18,x,x,x,x,6.9,1.1,22.4,25.1,46.871428571428574,99.0,x
Azerbaijan,1985,17,18,x,x,x,x,7.32,1.16,23.24,25.52,47.1,105.4,6803
Azerbaijan,1986,17,18,x,x,x,x,7.39,1.17,23.38,25.59,47.1,105.325,7032
Azerbaijan,1987,17,18,98.34522390000002,98.33761053,x,x,7.46,1.18,23.52,25.66,47.2,105.25,6899
Azerbaijan,1988,17,18,98.41797680000002,98.41120936,x,x,7.529999999999999,1.19,23.66,25.73,47.4,105.175,8722
Azerbaijan,1989,17,18,98.49072970000002,98.48480819000001,x,x,7.6,1.2,23.8,25.8,47.4,105.1,9172
Azerbaijan,1990,17,18,98.56348260000001,98.55840702,x,x,8.12,1.33,23.810000000000002,25.92,47.4,104.4,8675
Azerbaijan,1991,17,18,98.63623550000001,98.63200585,x,x,8.64,1.46,23.82,26.04,46.7,104.22500000000001,9913
Azerbaijan,1992,17,18,98.70898840000001,98.70560468000001,x,x,9.16,1.5899999999999999,23.83,26.16,46.4,104.05000000000001,11386
Azerbaijan,1993,17,18,98.78174130000001,98.77920351,18.833333333333336,59.766666666666666,9.68,1.72,23.84,26.28,46,103.875,12535
Azerbaijan,1994,17,18,98.8544942,98.85280234,18.400000000000002,59.1,10.2,1.85,23.85,26.4,45.6,103.7,13448
Azerbaijan,1995,17,18,98.9272471,98.92640117,17.96666666666667,58.43333333333334,10.72,1.98,23.86,26.52,45.4,104.2,13368
Azerbaijan,1996,17,18,99.0,99.0,17.533333333333335,57.766666666666666,11.24,2.11,23.869999999999997,26.64,45.6,103,12329
Azerbaijan,1997,17,18,99.0,99.0,17.1,57.1,11.760000000000002,2.24,23.88,26.76,45.8,102.8,14483
Azerbaijan,1998,17,18,99.0,99.0,16.666666666666668,56.43333333333334,12.280000000000001,2.37,23.89,26.88,46.1,103.8,13241
Azerbaijan,1999,17,18,99.9014917,99.87033569,16.233333333333334,55.766666666666666,12.8,2.5,23.9,27,46.3,104.7,12141
Azerbaijan,2000,17,18,99.90592129999999,99.8789806,15.8,55.1,12.528571428571428,2.1714285714285713,23.785714285714285,26.957142857142856,46.7,104.9,11407
Azerbaijan,2001,17,18,99.9103509,99.88762551,11.9,55.4,12.257142857142858,1.842857142857143,23.67142857142857,26.914285714285715,47,104.2,10741
