Chile,1989,18,18,98.034536676,97.564182199,x,x,11.185714285714285,3.9714285714285715,23.357142857142858,25.757142857142856,30.3,102.44,39834
Chile,1990,18,18,98.165680134,97.761604936,x,x,11.357142857142856,4.414285714285715,23.37142857142857,25.771428571428572,30.5,102.4,40285
Chile,1991,18,18,98.29682359200001,97.95902767300001,x,x,11.528571428571428,4.857142857142857,23.385714285714286,25.785714285714285,30.4,102.3,39030
Chile,1992,18,18,98.42796705,98.15645041,x,x,11.7,5.3,23.4,25.8,31.5,102.3,38483
Chile,1993,18,18,98.50350398900001,98.221169019,x,x,11.399999999999999,5.07,23.52,25.990000000000002,32.3,102.2,38426
Chile,1994,18,18,98.57904092800001,98.285887628,53.330721029063064,55.800000000000004,11.1,4.84,23.64,26.18,32.3,102.2,38848
Chile,1995,18,18,98.654577867,98.35060623700001,53.98347516776834,56.5,10.799999999999999,4.609999999999999,23.759999999999998,26.37,31.9,102.1,38885
Chile,1996,18,18,98.730114806,98.415324846,54.636229306473616,57.2,10.5,4.38,23.88,26.56,32.3,102.1,39701
Chile,1997,18,18,98.805651745,98.480043455,55.28898344517889,57.900000000000006,10.2,4.15,24.0,26.75,32.9,102.1,40734
Chile,1998,18,18,98.88118868400001,98.544762064,55.94173758388417,58.6,9.899999999999999,3.92,24.12,26.94,33.3,102.1,41530
Chile,1999,18,18,98.95672562300001,98.609480673,56.594491722589446,59.300000000000004,9.6,3.69,24.240000000000002,27.13,33.5,102.1,40439
Chile,2000,18,18,99.032262562,98.674199282,57.24724586129472,60.0,9.299999999999999,3.46,24.36,27.32,33.4,102.1,40312
Chile,2001,18,18,99.107799501,98.738917891,57.9,60.7,9.0,3.23,24.48,27.509999999999998,33.3,102.1,39884
Chile,2002,18,18,99.18333644,98.8036365,58.552754138705275,61.400000000000006,8.7,3,24.6,27.7,33.5,102,37618
Chile,2003,18,18,99.178376955,98.85545038666666,59.20550827741055,62.1,8.388888888888888,3.022222222222222,24.91111111111111,27.877777777777776,34.4,102,34832
Chile,2004,18,18,99.17341747,98.90726427333333,59.85826241611583,62.800000000000004,8.077777777777778,3.0444444444444443,25.22222222222222,28.055555555555554,34.7,102,x
Chile,2005,18,18,99.168457985,98.95907815999999,60.511016554821104,63.5,7.766666666666667,3.066666666666667,25.533333333333335,28.233333333333334,35.1,102.1,36078
Chile,2006,18,18,99.1634985,99.01089204666667,61.16377069352638,64.2,7.455555555555556,3.088888888888889,25.844444444444445,28.41111111111111,35.5,100.0,x
Chile,2008,18,18,99.15357953,99.11451982,62.469278970936934,65.60000000000001,6.833333333333333,3.1333333333333333,26.466666666666665,28.766666666666666,36.08095238095238,100.0,x
Chile,2009,18,18,98.89001817,98.85938361,x,66.3,6.522222222222222,3.155555555555556,26.77777777777778,28.944444444444443,36.371428571428574,100.0,x
Chile,2011,18,18,99.02138748111112,99.05769180037036,x,67.7,5.9,3.2,27.4,29.3,36.952380952380956,100.0,x
China,1982,20,22,82.09922014,95.20853762,66.7,69.5,4.4,0.9,22.4,25.1,43.957142857142856,93.83,x
China,1985,20,22,86.66756503,95.87168586875,68.30000000000001,70.3,4.5125,1.2375,22.2875,24.6125,44,93.8,x
China,1986,20,22,88.19034666,96.092735285,68.83333333333334,70.56666666666666,4.550000000000001,1.35,22.25,24.450000000000003,44.2,93.4,x
China,1987,20,22,89.71312829,96.31378470125,69.36666666666667,70.83333333333333,4.5875,1.4625,22.2125,24.2875,44.4,93.8,x
China,1988,20,22,91.23590992000001,96.5348341175,69.9,71.1,4.625,1.5750000000000002,22.175,24.125,44.5,94.1,x
China,1989,20,22,92.75869155000001,96.75588353375001,73.35000000000001,74.475,4.6625000000000005,1.6875,22.137500000000003,23.962500000000002,44.7,94,x
China,1990,20,22,94.28147318,96.97693295,76.80000000000001,77.85,4.7,1.8,22.1,23.8,44.8,93.7,x
China,1991,20,22,94.703812185,97.19908566000001,80.25,81.225,4.3500000000000005,1.6500000000000001,22.220000000000002,23.93,44.8,94.4,x
China,1992,20,22,95.12615119,97.42123837,83.7,84.6,4.0,1.5,22.34,24.060000000000002,44.8,95.3,x
China,1993,20,22,95.548490195,97.64339108,83.62,84.44,3.6500000000000004,1.35,22.46,24.19,44.8,95.9,x
China,1994,20,22,95.9708292,97.86554379,83.54,84.28,3.3000000000000003,1.2000000000000002,22.580000000000002,24.32,44.8,95.8,x
China,1995,20,22,96.393168205,98.08769649999999,83.46,84.11999999999999,2.95,1.05,22.700000000000003,24.450000000000003,44.8,93.6,x
China,1996,20,22,96.81550721,98.30984921,83.38,83.96,2.6000000000000005,0.9000000000000001,22.82,24.580000000000002,44.7,96.4,x
China,1997,20,22,97.237846215,98.53200192,83.3,83.8,2.2500000000000004,0.75,22.94,24.71,44.7,96.3,x
China,1998,20,22,97.66018522,98.75415463,84.025,84.575,1.9000000000000004,0.6000000000000001,23.060000000000002,24.84,44.7,95.5,x
China,1999,20,22,98.082524225,98.97630733999999,84.75,85.35,1.5500000000000003,0.4500000000000002,23.18,24.970000000000002,44.7,94.8,x
China,2000,20,22,98.50486323,99.19846005,85.475,86.125,1.2,0.3,23.3,25.1,44.6,93.6,x
China,2001,20,22,98.618605936,99.24757595999999,86.2,86.9,1.29,0.32999999999999996,23.44,25.240000000000002,44.6,94,x
China,2002,20,22,98.732348642,99.29669186999999,85.76,86.44,1.38,0.36,23.580000000000002,25.380000000000003,44.5,94.3,x
China,2003,20,22,98.846091348,99.34580778,85.32000000000001,85.98,1.47,0.39,23.72,25.52,44.5,94.2,x
China,2004,20,22,98.959834054,99.39492369,84.88,85.52,1.56,0.42,23.86,25.66,44.4,94.1,x
China,2005,20,22,99.07357676000001,99.4440396,84.44,85.06,1.65,0.44999999999999996,24.0,25.8,44.4,93.6,x
China,2006,20,22,99.187319466,99.49315551,84,84.6,1.74,0.48,24.14,25.94,44.3,93.58999999999999,x
China,2010,20,22,99.64229029,99.68961915,86.88333333333333,87.11666666666666,2.1,0.6,24.7,26.5,44.357142857142854,93.55,x
Colombia,1969,18,18,x,x,8.9,20.5,13.121621621621621,2.8875,22.532432432432433,26.275000000000002,x,x,x
Colombia,1973,18,18,x,x,21.185714285714287,33.07142857142857,13.5,3,22.5,26.3,x,x,x
Colombia,1976,18,18,x,x,30.4,42.5,13.925,3.15,22.55,26.25,x,x,x
Colombia,1978,18,18,x,x,37.3,46.1,14.208333333333332,3.25,22.583333333333332,26.21666666666667,27.7,99.0,x
Colombia,1980,18,18,x,x,41,48.5,14.491666666666667,3.35,22.616666666666667,26.183333333333334,28.92857142857143,99.0,x
Colombia,1985,18,18,89.0052653288889,85.65173713888889,50.583333333333336,62.08333333333333,15.2,3.6,22.7,26.1,32,101.3,x
Colombia,1986,18,18,89.36042317777778,86.11745688277779,52.5,64.8,15.575,3.825,22.675,26.087500000000002,33.1,101.38,x
Colombia,1987,18,18,89.71558102666667,86.58317662666667,53.05,65.125,15.95,4.05,22.65,26.075000000000003,34.1,101.46,x
Colombia,1988,18,18,90.07073887555556,87.04889637055555,53.6,65.44999999999999,16.325,4.275,22.625,26.0625,35.1,101.54,x
Colombia,1989,18,18,90.42589672444444,87.51461611444445,54.150000000000006,65.77499999999999,16.7,4.5,22.6,26.05,36,101.62,x
Colombia,1990,18,18,90.78105457333334,87.98033585833333,54.7,66.1,17.075,4.7250000000000005,22.575,26.0375,37,101.7,x
Colombia,1991,18,18,91.13621242222223,88.44605560222222,55.620000000000005,67.32,17.45,4.95,22.55,26.025,37.9,102.2,x
Colombia,1992,18,18,91.49137027111111,88.91177534611111,56.54,68.53999999999999,17.825,5.175000000000001,22.525,26.0125,38.3,102.7,x
Colombia,1993,18,18,91.84652812,89.37749509,57.46,69.76,18.2,5.4,22.5,26,38.9,103.2,x
Colombia,1994,18,18,93.56268612333334,91.71336973,58.379999999999995,70.98,17.958333333333332,5.275,22.55,26.041666666666668,39.3,102.80000000000001,x
Colombia,1995,18,18,95.27884412666667,94.04924437,59.3,72.2,17.716666666666665,5.15,22.6,26.083333333333332,39.8,102.4,x
Colombia,1996,18,18,96.99500213,96.38511901,60.099999999999994,73.14,17.475,5.025,22.65,26.125,40.3,102.48,x
Colombia,1997,18,18,97.17196131,96.53104468375,60.9,74.08,17.233333333333334,4.9,22.7,26.166666666666668,40.8,102.56,x
Colombia,1998,18,18,97.34892049,96.6769703575,61.699999999999996,75.02000000000001,16.991666666666667,4.775,22.75,26.208333333333332,41.3,102.64,x
Colombia,1999,18,18,97.52587967,96.82289603125,62.5,75.96000000000001,16.75,4.65,22.8,26.25,42.1,102.72,x
Colombia,2000,18,18,97.70283885,96.968821705,63.3,76.9,16.508333333333333,4.525,22.85,26.291666666666668,42.5,102.8,x
Colombia,2001,18,18,97.87979803,97.11474737875,64.16,77.16000000000001,16.266666666666666,4.4,22.900000000000002,26.333333333333332,43,102.86,x
Colombia,2002,18,18,98.05675721,97.2606730525,65.02,77.42,16.025,4.275,22.950000000000003,26.375,43.4,102.92,x
Colombia,2003,18,18,98.23371639,97.40659872625,65.88,77.68,15.783333333333333,4.15,23.0,26.416666666666668,43.8,102.97999999999999,x
Colombia,2004,18,18,98.41067557,97.5525244,66.74,77.94,15.541666666666668,4.025,23.05,26.458333333333332,44.2,103.03999999999999,x
Colombia,2005,18,18,97.95840219,97.51702521,67.6,78.2,15.3,3.9,23.1,26.5,44.6,103.1,x
Colombia,2006,18,18,98.19490545,97.53365987,68.61999999999999,78.38,15.64,3.928125,22.92,26.50625,44.9,100.0,x
Colombia,2007,18,18,97.96862807,97.48287803,69.64,78.56,15.98,3.95625,22.740000000000002,26.5125,45.51428571428571,100.0,x
Colombia,2008,18,18,98.42686716,97.54665965,70.66,78.74,16.32,3.984375,22.56,26.51875,46.128571428571426,100.0,x
Colombia,2009,18,18,97.93743116,97.44112896,71.68,78.92,16.66,4.0125,22.38,26.525,46.74285714285714,100.0,x
Colombia,2010,18,18,98.51719821,97.68272049,72.7,79.1,17,4.040625,22.2,26.53125,47.357142857142854,100.0,x
Colombia,2011,18,18,98.2393694,97.76045048,74.25609756097562,80.52926829268291,17.094594594594593,4.06875,22.191891891891892,26.5375,47.97142857142857,100.0,x
Congo,1984,18,21,51.80000000000001,74.69999999999997,x,x,18.1,1.4,22.6,27.9,41.77619047619048,99.0,x
Congo,1985,18,21,53.16000000000001,75.48999999999998,x,x,18.185714285714287,1.4666666666666666,22.566666666666666,27.799999999999997,41.7,102.7,x
Congo,1986,18,21,54.52000000000001,76.27999999999999,x,x,18.271428571428572,1.5333333333333332,22.533333333333335,27.7,41.7,102.66,x
Congo,1987,18,21,55.88000000000001,77.06999999999998,x,x,18.357142857142858,1.5999999999999999,22.5,27.599999999999998,41.7,102.62,x
Congo,1988,18,21,57.24000000000001,77.85999999999999,x,x,18.442857142857143,1.6666666666666665,22.46666666666667,27.5,41.6,102.58,x
Congo,1989,18,21,58.60000000000001,78.64999999999999,x,x,18.52857142857143,1.7333333333333332,22.433333333333334,27.4,41.6,102.54,x
Congo,1990,18,21,59.96000000000001,79.43999999999998,x,x,18.614285714285714,1.7999999999999998,22.400000000000002,27.3,41.3,102.5,x
Congo,1991,18,21,61.32000000000001,80.22999999999999,x,x,18.7,1.8666666666666667,22.366666666666667,27.2,41.2,102.5,x
Congo,1992,18,21,62.68000000000001,81.02,x,x,18.785714285714285,1.9333333333333331,22.333333333333332,27.099999999999998,40.9,102.5,x
Congo,1993,18,21,64.04,81.80999999999999,x,x,18.87142857142857,2.0,22.3,27.0,40.9,102.5,x
Congo,1994,18,21,65.4,82.6,x,x,18.957142857142856,2.0666666666666664,22.266666666666666,26.9,40.9,102.5,x
Congo,1995,18,21,66.76,83.39,x,x,19.042857142857144,2.1333333333333333,22.233333333333334,26.8,40.9,102.5,x
Congo,1996,18,21,68.12,84.17999999999999,x,x,19.12857142857143,2.2,22.2,26.7,40.8,103.9,x
Congo,1997,18,21,69.48,84.97,x,x,19.214285714285715,2.2666666666666666,22.166666666666668,26.6,41.5,105.3,x
Congo,1998,18,21,70.84,85.75999999999999,5.399999999999999,43.89999999999999,19.3,2.333333333333333,22.133333333333333,26.5,40.7,105.3,x
Congo,1999,18,21,72.2,86.55,6.442857142857141,43.95714285714285,19.385714285714286,2.4,22.099999999999998,26.4,40.7,105.3,x
Congo,2000,18,21,73.56,87.34,7.485714285714285,44.014285714285705,19.47142857142857,2.466666666666667,22.066666666666666,26.3,40.6,102.3,x
Congo,2001,18,21,74.92,88.13,8.528571428571428,44.07142857142856,19.557142857142857,2.533333333333333,22.03333333333333,26.2,40.6,105.3,x
Congo,2002,18,21,76.28,88.92,9.57142857142857,44.128571428571426,19.642857142857142,2.5999999999999996,22.0,26.1,40.6,104.425,x
Congo,2003,18,21,77.64,89.71,10.614285714285714,44.18571428571428,19.728571428571428,2.6666666666666665,21.966666666666665,26.0,40.5,103.55,x
Congo,2004,18,21,79,90.5,11.657142857142857,44.24285714285714,19.814285714285713,2.7333333333333334,21.933333333333334,25.900000000000002,40.3,102.675,x
Congo,2005,18,21,80.36,91.29,12.7,44.3,19.9,2.8,21.9,25.8,40.2,101.8,x
Congo,2006,18,21,81.72,92.08,13.742857142857142,44.357142857142854,19.985714285714284,2.8666666666666667,21.866666666666664,25.7,40.1,100.0,x
Congo,2012,18,21,x,x,20,44.7,20.499999999999996,3.2666666666666666,21.666666666666664,25.1,39.642857142857146,100.0,x
Cook Islands,1971,21,21,x,x,x,x,9.7,4.3,23.1,23.6,x,x,x
Cook Islands,1981,21,21,x,x,x,x,3.4,1.7,25.6,26.2,x,91.03333333333333,x
Cook Islands,1985,21,21,x,x,x,x,3.08,1.6199999999999999,26.666666666666668,27.53333333333333,x,91.56666666666666,99
Cook Islands,1986,21,21,x,x,x,x,3.0,1.5999999999999999,26.933333333333334,27.866666666666667,x,91.7,119
Cook Islands,1987,21,21,x,x,x,x,2.92,1.5799999999999998,27.200000000000003,28.2,x,91.94,95
Cook Islands,1988,21,21,x,x,x,x,2.84,1.56,27.46666666666667,28.53333333333333,x,92.18,87
Cook Islands,1996,21,21,x,x,60.4,63.2,2.2,1.4,29.6,31.2,x,94.1,x
Cook Islands,1999,21,21,x,x,38.2,43.2,1.3000000000000003,1.052,30.380000000000003,32.112,x,93.86,x
Cook Islands,2001,21,21,x,x,23.400000000000006,29.866666666666667,0.7000000000000002,0.82,30.900000000000002,32.72,x,93.7,x
Cook Islands,2007,21,21,x,x,x,x,x,x,x,x,x,94.5,x
Costa Rica,1973,15,15,97.05836202000002,96.29632359555556,51.17058823529412,62.82941176470589,15.1,1.9,21.7,25.4,x,x,x
Costa Rica,1976,15,15,97.18920765000001,96.42128752222223,53.5,64.4,15.209090909090909,2.118181818181818,21.836363636363636,25.318181818181817,x,x,x
Costa Rica,1978,15,15,97.27643807000001,96.50459680666667,54.9,63.8,15.281818181818181,2.2636363636363637,21.927272727272726,25.263636363636362,21.133333333333336,96.295,x
Costa Rica,1981,15,15,97.40728370000001,96.62956073333334,55.9,65.2,15.39090909090909,2.481818181818182,22.063636363636363,25.181818181818183,22.704761904761906,96.34,x
Costa Rica,1984,15,15,97.53812933,96.75452466,57.28,67.78,15.5,2.7,22.2,25.1,24.27619047619048,96.385,x
Costa Rica,1985,15,15,97.54291473937501,96.78221021375,57.74,68.64,15.6875,2.7687500000000003,22.1125,25.15625,24.8,96.4,x
Costa Rica,1986,15,15,97.54770014875001,96.8098957675,58.2,69.5,15.875,2.8375000000000004,22.025,25.212500000000002,25.3,101.6,x
Costa Rica,1987,15,15,97.552485558125,96.83758132125,59.114285714285714,70.28571428571429,16.0625,2.90625,21.9375,25.26875,26,98.9,13385
Costa Rica,1988,15,15,97.5572709675,96.865266875,60.02857142857143,71.07142857142857,16.25,2.975,21.85,25.325000000000003,27,99.2,13351
Costa Rica,1989,15,15,97.562056376875,96.89295242875,60.94285714285714,71.85714285714286,16.4375,3.04375,21.7625,25.38125,27.2,101,13503
Costa Rica,1990,15,15,97.56684178625,96.9206379825,61.857142857142854,72.64285714285714,16.625,3.1125,21.675,25.4375,27.6,96.5,12938
Costa Rica,1991,15,15,97.571627195625,96.94832353625,62.771428571428565,73.42857142857143,16.8125,3.18125,21.5875,25.493750000000002,28.3,102.5,13139
Costa Rica,1992,15,15,97.576412605,96.97600908999999,63.68571428571428,74.21428571428571,17,3.25,21.5,25.55,28.3,101.9,x
Costa Rica,1993,15,15,97.581198014375,97.00369464375,64.6,75,16.8375,3.31875,21.5875,25.60625,28.6,100.6,x
Costa Rica,1994,15,15,97.58598342375001,97.0313801975,65.75,75.83333333333333,16.675,3.3875,21.675,25.6625,29.2,99.4,14339
Costa Rica,1995,15,15,97.590768833125,97.05906575125,66.89999999999999,76.66666666666667,16.5125,3.45625,21.7625,25.71875,29.5,96.6,14760
Costa Rica,1996,15,15,97.5955542425,97.08675130499999,68.05,77.5,16.35,3.525,21.85,25.775,29,99.6,14954
Costa Rica,1997,15,15,97.600339651875,97.11443685875,69.2,78.33333333333333,16.1875,3.59375,21.9375,25.83125,30.4,100.6,15249
Costa Rica,1998,15,15,97.60512506124999,97.1421224125,70.35,79.16666666666667,16.025,3.6624999999999996,22.025,25.8875,31.6,100.9,x
Costa Rica,1999,15,15,97.609910470625,97.16980796624999,71.5,80,15.862499999999999,3.7312499999999997,22.1125,25.94375,31.6,102.1,16041
Costa Rica,2000,15,15,97.61469588,97.19749352,71.99,80.11,15.7,3.8,22.2,26,30.9,96.7,16610
Costa Rica,2001,15,15,97.7147908,97.25946683636363,72.48,80.22,15.454545454545453,3.7909090909090906,22.354545454545455,26.09090909090909,33.6,101.9,15461
Costa Rica,2002,15,15,97.81488571999999,97.32144015272726,72.97,80.33,15.209090909090909,3.7818181818181817,22.509090909090908,26.181818181818183,33.5,101.5,14454
Costa Rica,2003,15,15,97.91498064,97.38341346909091,73.46000000000001,80.44,14.963636363636363,3.7727272727272725,22.663636363636364,26.272727272727273,33.5,102.7,14835
Costa Rica,2004,15,15,98.01507556,97.44538678545455,73.95,80.55,14.718181818181817,3.7636363636363637,22.818181818181817,26.363636363636363,34.5,102.6,14792
Costa Rica,2005,15,15,98.11517048,97.50736010181818,74.44,80.66,14.472727272727273,3.7545454545454544,22.972727272727273,26.454545454545453,35.1,96.7,x
Costa Rica,2006,15,15,98.21526539999999,97.56933341818181,74.93,80.77,14.227272727272727,3.7454545454545456,23.127272727272725,26.545454545454547,35.8,96.715,x
Costa Rica,2009,15,15,98.51555016,97.75525336727273,76.4,81.1,13.49090909090909,3.7181818181818183,23.59090909090909,26.818181818181817,37.37142857142857,96.76,x
Costa Rica,2010,15,15,98.61564508,97.81722668363636,79.9,82.2,13.245454545454546,3.7090909090909094,23.745454545454542,26.90909090909091,37.89523809523809,96.775,x
Costa Rica,2011,15,15,98.71574,97.8792,80.6764705882353,82.7235294117647,13,3.7,23.9,27,38.41904761904762,96.79,x
Cote d'Ivoire,1978,18,21,x,x,x,1.6999999999999997,53.8,3.1,18.7,27,29.700000000000003,91.53500000000001,x
Cote d'Ivoire,1981,18,21,x,x,0.5,2.9,50.23,3.25,19.03,27.18,29.65714285714286,92.12,x
Cote d'Ivoire,1985,18,21,x,x,1.669230769230769,5.515384615384615,45.47,3.45,19.47,27.42,29.6,92.9,x
Cote d'Ivoire,1986,18,21,28.16462334615384,37.887759403846154,1.9615384615384612,6.169230769230769,44.28,3.5,19.580000000000002,27.48,29.6,93.83333333333334,x
Cote d'Ivoire,1987,18,21,29.739130812307685,39.264040227692306,2.253846153846154,6.823076923076924,43.089999999999996,3.5500000000000003,19.69,27.540000000000003,29.7,94.76666666666667,x
Cote d'Ivoire,1988,18,21,31.313638278461532,40.640321051538464,2.546153846153846,7.476923076923077,41.9,3.6,19.8,27.6,29.8,95.7,x
Cote d'Ivoire,1989,18,21,32.88814574461538,42.016601875384616,2.838461538461538,8.13076923076923,39.516666666666666,3.3333333333333335,19.983333333333334,27.683333333333334,29.9,95.7,x
Cote d'Ivoire,1990,18,21,34.462653210769226,43.39288269923077,3.1307692307692303,8.784615384615385,37.13333333333333,3.066666666666667,20.166666666666668,27.76666666666667,30,93.4,x
Cote d'Ivoire,1991,18,21,36.03716067692307,44.76916352307693,3.4230769230769225,9.438461538461539,34.75,2.8,20.35,27.85,30,95.9,x
Cote d'Ivoire,1992,18,21,37.61166814307692,46.14544434692308,3.715384615384615,10.092307692307692,32.36666666666667,2.533333333333333,20.53333333333333,27.933333333333334,29.9,96,x
Cote d'Ivoire,1993,18,21,39.186175609230766,47.52172517076923,4.007692307692308,10.746153846153847,29.983333333333334,2.2666666666666666,20.716666666666665,28.01666666666667,30,96.1,x
Cote d'Ivoire,1994,18,21,40.76068307538461,48.89800599461539,4.3,11.4,27.6,2,20.9,28.1,29.9,96.2,x
Cote d'Ivoire,1995,18,21,42.33519054153846,50.27428681846154,4.8999999999999995,12.120000000000001,27.05,1.925,21.15,28.075000000000003,30,94.6,x
Cote d'Ivoire,1996,18,21,43.909698007692306,51.65056764230769,5.5,12.84,26.5,1.85,21.4,28.05,29.9,96.5,x
Cote d'Ivoire,1997,18,21,45.48420547384615,53.02684846615385,6.1,13.56,25.95,1.775,21.65,28.025,29.7,96.2,x
Cote d'Ivoire,1998,18,21,47.05871294,54.40312929,6.699999999999999,14.280000000000001,25.4,1.7,21.9,28,29.6,95.9,x
Cote d'Ivoire,1999,18,21,48.633220406153846,55.779410113846154,7.3,15,23.979999999999997,1.63,22.06,28.05,29.4,95.9,x
Cote d'Ivoire,2000,18,21,50.20772787230769,57.15569093769231,7.3999999999999995,14.7,22.56,1.56,22.22,28.1,29.2,95.7,x
Cote d'Ivoire,2001,18,21,51.78223533846154,58.531971761538465,7.5,14.4,21.14,1.49,22.38,28.15,29.1,95.9,x
Cote d'Ivoire,2002,18,21,53.356742804615386,59.908252585384616,7.6,14.1,19.72,1.42,22.54,28.2,29.1,95.9,x
Cote d'Ivoire,2003,18,21,54.93125027076923,61.284533409230775,7.7,13.8,18.299999999999997,1.3499999999999999,22.7,28.25,29,96,x
Cote d'Ivoire,2004,18,21,56.50575773692307,62.66081423307693,7.8,13.5,16.88,1.2799999999999998,22.86,28.3,29.4,96,x
Cote d'Ivoire,2005,18,21,58.08026520307692,64.03709505692308,7.9,13.200000000000001,15.459999999999999,1.21,23.02,28.35,29.3,96.8,x
Cote d'Ivoire,2006,18,21,59.654772669230766,65.41337588076924,8,12.9,x,x,x,x,29.3,96.99499999999999,x
Cote d'Ivoire,2011,18,21,67.52731,72.29478,9.5,14.9,x,x,x,x,29.228571428571428,97.97,x
Croatia,1970,18,18,x,x,7,58,x,x,x,x,x,x,x
Croatia,1985,18,18,98.91576260869566,98.91888652173913,x,x,6.880000000000001,0.62,22.360000000000003,26.919999999999998,41.1,106.6,x
Croatia,1986,18,18,98.94384173913043,98.9459243478261,x,x,6.6000000000000005,0.6,22.6,27.1,41.3,106.55,x
Croatia,1987,18,18,98.97192086956522,98.97296217391305,x,x,6.32,0.58,22.84,27.28,41.5,106.5,x
Croatia,1988,18,18,99.0,99.0,x,x,6.04,0.56,23.080000000000002,27.46,41.6,106.45,5165
Croatia,1989,18,18,99.0,99.0,x,x,5.76,0.54,23.32,27.64,41.8,106.4,4668
Croatia,1990,18,18,99.0,99.0,x,x,5.48,0.52,23.560000000000002,27.82,42.1,106.7,4391
Croatia,1991,18,18,99.6358923,99.66618314,x,x,5.2,0.5,23.8,28,42.5,108.1,4033
Croatia,1992,18,18,99.63762396199999,99.663990805,x,x,4.92,0.48,24.04,28.18,42.8,108.1,3385
Croatia,1993,18,18,99.63935562399999,99.66179847000001,x,x,4.640000000000001,0.46,24.28,28.36,43,108.1,3158
Croatia,1994,18,18,99.641087286,99.659606135,x,x,4.36,0.44,24.52,28.54,43.2,108.1,3036
Croatia,1995,18,18,99.642818948,99.6574138,x,x,4.08,0.42,24.76,28.72,43.4,107.5,2845
Croatia,1996,18,18,99.64455061,99.65522146500001,x,x,3.8,0.4,25.0,28.9,43.6,108.1,2990
Croatia,1997,18,18,99.646282272,99.65302913000001,x,x,3.52,0.38,25.24,29.080000000000002,43.8,108.1,2829
Croatia,1998,18,18,99.64801393399999,99.650836795,x,x,3.24,0.36,25.48,29.26,43.9,108.1,2468
Croatia,1999,18,18,99.649745596,99.64864446,x,x,2.96,0.33999999999999997,25.72,29.44,44.1,108.1,x
Croatia,2000,18,18,99.651477258,99.64645212500001,x,x,2.6799999999999997,0.32,25.96,29.62,44.2,107.7,2307
Croatia,2001,18,18,99.65320892,99.64425979,x,x,2.4,0.3,26.2,29.8,44.4,107.8,2254
Croatia,2002,18,18,99.652470028,99.64202081100001,x,x,2.12,0.27999999999999997,26.439999999999998,29.98,44.5,107.8,2149
Croatia,2003,18,18,99.651731136,99.63978183200001,x,x,1.8399999999999999,0.26,26.68,30.16,44.6,107.8,1977
Croatia,2004,18,18,99.650992244,99.637542853,x,x,1.5599999999999998,0.24,26.919999999999998,30.34,44.8,107.7,1900
Croatia,2005,18,18,99.650253352,99.635303874,x,x,1.2799999999999998,0.21999999999999997,27.16,30.52,45,107.8,1892
Croatia,2006,18,18,99.64951446,99.633064895,x,x,0.9999999999999998,0.19999999999999998,27.4,30.700000000000003,45.2,100.0,x
Croatia,2011,18,18,99.64582,99.62187,x,x,x,x,x,x,46.17619047619048,100.0,x
Cuba,1970,18,18,x,x,x,x,29.6,4.6,19.5,23.4,x,x,x
Cuba,1981,18,18,99.56856856,x,65.54736842105264,69.17894736842105,28.8,6.7,19.8,23.5,31.171428571428574,98.24,x
Cuba,1985,18,18,99.64228953523809,x,66.51578947368421,69.72631578947369,27.714285714285715,6.4714285714285715,20.047619047619047,23.84285714285714,32.2,98.5,53159
Cuba,1986,18,18,99.66071977904762,x,66.7578947368421,69.86315789473684,27.442857142857143,6.414285714285715,20.10952380952381,23.928571428571427,32.7,98.54,45888
Cuba,1987,18,18,99.67915002285714,x,67,70,27.17142857142857,6.357142857142858,20.17142857142857,24.014285714285716,33.3,98.58,46147
Cuba,1988,18,18,99.69758026666666,x,67.3923076923077,70.25384615384615,26.900000000000002,6.3,20.233333333333334,24.1,33.8,98.62,45771
Cuba,1989,18,18,99.7160105104762,x,67.78461538461538,70.50769230769231,26.62857142857143,6.242857142857143,20.295238095238098,24.185714285714287,34.2,98.66,45771
Cuba,1990,18,18,99.73444075428571,98.25888,68.17692307692307,70.76153846153846,26.357142857142858,6.185714285714286,20.357142857142858,24.271428571428572,34.6,98.7,41337
Cuba,1991,18,18,99.75287099809523,98.34122666666667,68.56923076923077,71.01538461538462,26.085714285714285,6.128571428571429,20.41904761904762,24.357142857142858,34.8,98.78,36246
Cuba,1992,18,18,99.77130124190477,98.42357333333334,68.96153846153845,71.26923076923077,25.814285714285717,6.071428571428571,20.48095238095238,24.442857142857143,34.9,98.86,x
Cuba,1993,18,18,99.78973148571428,98.50592,69.35384615384615,71.52307692307693,25.542857142857144,6.014285714285714,20.542857142857144,24.52857142857143,35,98.94,26537
Cuba,1994,18,18,99.8081617295238,98.58826666666667,69.74615384615385,71.77692307692307,25.271428571428572,5.957142857142857,20.604761904761904,24.614285714285714,35.2,99.02,24650
Cuba,1995,18,18,99.82659197333334,98.67061333333334,70.13846153846154,72.03076923076922,25.0,5.9,20.666666666666668,24.7,35.5,99.1,22668
Cuba,1996,18,18,99.84502221714285,98.75296,70.53076923076922,72.28461538461538,24.728571428571428,5.842857142857143,20.72857142857143,24.785714285714285,35.7,99.675,19351
Cuba,1997,18,18,99.86345246095237,98.83530666666667,70.92307692307692,72.53846153846153,24.45714285714286,5.785714285714286,20.79047619047619,24.871428571428574,35.9,100.25,19965
Cuba,1998,18,18,99.8818827047619,98.91765333333333,71.31538461538462,72.79230769230769,24.185714285714287,5.728571428571429,20.852380952380955,24.95714285714286,36.3,100.825,18840
