Iran,1986,15,15,51.57593487,73.16672453,24.53,43.26923077,34.2,6.8,20.2,23.8,19.2,95.6,377244,24114000,0.015644184
Iran,1996,15,15,66.1,79.9,56.1,73.7,17.9,2.6,22.1,25.3,26,96.8,190926,30212000,0.006319551
Iran,2006,15,15,96.64370922,97.14548209,66.86,80.80769231,16.8,2.1,23.5,26.4,34.5,97.315,132800,34682000,0.003829066
Israel,1983,17,17,98.56286179,99.05456549,48.63622931,64.73622931,6.8,1.1,23.5,26.1,37.43333333,99,5047,1977000,0.002552858
Israel,1985,17,17,98.30925591,99.00174973,49.94173758,66.04173758,6.45,1.016666667,23.68333333,26.35,38.3,100.4,4587,2042000,0.002246327
Israel,1986,17,17,98.18245296,98.97534185,50.59449172,66.69449172,6.275,0.975,23.775,26.475,38.6,100.4,4049,2075000,0.001951325
Israel,1987,17,17,98.05565002,98.94893397,51.24724586,67.34724586,6.1,0.933333333,23.86666667,26.6,39,100.5,4090,2108000,0.001940228
Israel,1988,17,17,97.92884708,98.92252609,51.9,68,5.925,0.891666667,23.95833333,26.725,39.5,100.5,4227,2146000,0.001969711
Israel,1989,17,17,97.80204414,98.89611821,52.55275414,68.65275414,5.75,0.85,24.05,26.85,40.3,100.5,4198,2193000,0.001914273
Israel,1990,17,17,97.67524119,98.86971033,53.20550828,69.30550828,5.575,0.808333333,24.14166667,26.975,40.6,100.8,4229,2254000,0.00187622
Israel,1991,17,17,97.54843825,98.84330245,53.85826242,69.95826242,5.4,0.766666667,24.23333333,27.1,41.2,101.15,4577,2329000,0.001965221
Israel,1992,17,17,97.42163531,98.81689457,54.51101655,70.61101655,5.225,0.725,24.325,27.225,42,101.5,4640,2418000,0.001918941
Israel,1993,17,17,97.29483237,98.79048669,55.16377069,71.26377069,5.05,0.683333333,24.41666667,27.35,42.3,101.6,4542,2514000,0.001806683
Israel,1994,17,17,97.16802942,98.7640788,55.81652483,71.91652483,4.875,0.641666667,24.50833333,27.475,43.1,101.8,4484,2609000,0.001718666
Israel,1995,17,17,97.04122648,98.73767092,56.46927897,72.56927897,4.7,0.6,24.6,27.6,43.6,102.7,4446,2698000,0.001647887
Israel,1996,17,17,96.91442354,98.71126304,74.9928,84.36266667,4.590909091,0.581818182,24.70909091,27.7,44,102.7,4527,2780000,0.001628417
Israel,1997,17,17,96.7876206,98.68485516,48.28263385,55.19523692,4.481818182,0.563636364,24.81818182,27.8,44.3,102.7,4182,2854000,0.001465312
Israel,1998,17,17,96.66081765,98.65844728,41.664,46.708,4.372727273,0.545454545,24.92727273,27.9,44.6,102.7,4565,2923000,0.001561752
Israel,1999,17,17,96.53401471,98.6320394,46.852,52.504,4.263636364,0.527272727,25.03636364,28,45.2,102.7,4549,2988000,0.001522423
Israel,2000,17,17,96.40721177,98.60563152,55.528,61.268,4.154545455,0.509090909,25.14545455,28.1,45.6,102.5,4544,3050000,0.001489836
Israel,2001,17,17,96.28040883,98.57922364,58.24,64.26,4.045454545,0.490909091,25.25454545,28.2,45.7,102.7,4472,3108000,0.001438867
Israel,2002,17,17,96.15360588,98.55281576,62.488,68.868,3.936363636,0.472727273,25.36363636,28.3,45.8,102.7,4355,3163000,0.001376857
Israel,2003,17,17,96.02680294,98.52640788,65.08036364,71.6089697,3.827272727,0.454545455,25.47272727,28.4,46.2,102.6,4277,3218000,0.001329086
Israel,2004,17,17,95.9,98.5,57.56436364,63.0409697,3.718181818,0.436363636,25.58181818,28.5,46.8,102.5,4248,3278000,0.001295912
Israel,2005,17,17,95.77319706,98.47359212,70.78,76.24,3.609090909,0.418181818,25.69090909,28.6,47.1,102.1,4104,3346000,0.001226539
Israel,2006,17,17,95.64639412,98.44718424,73.3,78.4,3.5,0.4,25.8,28.7,47.4,100,3966,3424000,0.001158294
Israel,2009,17,17,95.26598529,98.3679606,71.764,76.6624,3.3,0.4,26.2,29.1,48.7,100,3875,3683000,0.001052131
Italy,1979,18,18,99,99,32.7,78,4.96,0.7,23.08,27.12,33.45714286,99,113,28855000,3.92E-06
Italy,1981,18,18,99.58748943,99.69758766,33.62941176,76.2,4.6,0.7,23.2,27.1,33.97142857,99,40715,29029000,0.001402563
Italy,1985,18,18,99.63241785,99.71896348,35.48823529,72.6,4,0.78,24.36,27.98,35,105.8,27299,29201000,9.35E-04
Italy,1988,18,18,99.66611416,99.73499535,36.88235294,69.9,3.55,0.84,25.23,28.64,36.6,105.9,21291,29240000,7.28E-04
Italy,1989,18,18,99.67734626,99.74033931,37.34705882,69,3.4,0.86,25.52,28.86,37,105.9,19853,29248000,6.79E-04
Italy,1990,18,18,99.68857837,99.74568326,37.81176471,68.1,3.25,0.88,25.81,29.08,37.1,106,18382,29261000,6.28E-04
Italy,1991,18,18,99.69981047,99.75102722,38.27647059,67.2,3.1,0.9,26.1,29.3,37.2,106,17093,29281000,5.84E-04
Italy,1993,18,18,99.72227468,99.76171513,39.20588235,65.4,2.66,0.74,26.66,29.84,36,106.1,15101,29340000,5.15E-04
Italy,1995,18,18,99.74473889,99.77240304,40.13529412,63.6,2.22,0.58,27.22,30.38,36.6,106.1,11995,29373000,4.08E-04
Italy,1996,18,18,99.75597099,99.777747,40.6,62.7,2,0.5,27.5,30.65,37,106.3,11153,29367000,3.80E-04
Italy,1999,18,18,99.7896673,99.79377887,41.99411765,60,1.34,0.26,28.34,31.46,38,106.5,10563,29353000,3.60E-04
Italy,2000,18,18,99.80089941,99.79912282,42.45882353,59.1,1.12,0.18,28.62,31.73,38.3,106.1,10718,29406000,3.64E-04
Italy,2002,18,18,99.82256536,99.8147581,43.38823529,57.3,0.844444444,0.088888889,29.08888889,32.22222222,39,106.5,9664,29639000,3.26E-04
Italy,2003,18,18,99.83299921,99.82504942,43.85294118,56.4,0.788888889,0.077777778,29.27777778,32.44444444,39,106.3,9259,29806000,3.11E-04
Italy,2004,18,18,99.84343306,99.83534075,69.33333333,72.33666667,0.733333333,0.066666667,29.46666667,32.66666667,39.7,106.1,9741,29992000,3.25E-04
Italy,2005,18,18,99.85386691,99.84563207,77.2,79.70333333,0.677777778,0.055555556,29.65555556,32.88888889,40.1,105.9,9419,30188000,3.12E-04
Italy,2010,18,18,99.90603615,99.89708868,67.32,69.72,0.4,0,30.6,34,41.42857143,100,8637,31149000,2.77E-04
Jamaica,1979,18,18,94.69595755,96.5887763,54.2,54.9,4.575,0.2,29.425,33.6,47.2,99,16532,1069000,0.01546492
Jamaica,1982,18,18,96.97818504,97.0675568,49.85,52.275,0.6,0.2,32.2,33.8,46.8,99,15807,1111000,0.014227723
Jamaica,1983,18,18,95.99833498,96.37957561,48.4,51.4,0.611111111,0.222222222,32.31111111,33.88888889,46.66666667,99,16332,1128000,0.014478723
Jamaica,1986,18,18,97.12512069,94.27402991,49.65,53,0.644444444,0.288888889,32.64444444,34.15555556,46.4,102.4,13163,1170000,0.011250427
Jamaica,1987,18,18,96.95513686,81.73037214,50.06666667,53.53333333,0.655555556,0.311111111,32.75555556,34.24444444,46.5,102.8,13015,1179000,0.011039016
Jamaica,1988,18,18,96.90016907,82.19545705,50.48333333,54.06666667,0.666666667,0.333333333,32.86666667,34.33333333,46.6,103.2,12930,1187000,0.010893008
Jamaica,1989,18,18,96.84520129,82.66054196,50.9,54.6,0.677777778,0.355555556,32.97777778,34.42222222,46.7,103.6,13203,1195000,0.011048536
Jamaica,1995,18,18,96.51539457,85.45105143,60.45,63.95,0.62,0.32,33.2,34.68,47,102.9,11915,1249000,0.009539632
Jamaica,1996,18,18,96.46042679,85.91613634,61.525,64.925,0.6,0.3,33.2,34.7,46.6,100.275,11160,1259000,0.008864178
Jamaica,2000,18,18,96.24055564,87.77647598,64.4,67.45,0.52,0.22,33.2,34.78,44.9,102.7,10000,1304000,0.007668712
Jamaica,2001,18,18,96.18558786,88.24156089,65,67.96666667,0.5,0.2,33.2,34.8,44.7,103.2,9817,1316000,0.007459726
Jamaica,2002,18,18,96.13062007,88.7066458,65.6,68.48333333,0.02,0.2,33.59032258,34.85806452,44.6,103.1,8808,1329000,0.00662754
Jamaica,2003,18,18,96.07565229,89.17173071,66.2,69,0.02,0.2,33.98064516,34.91612903,44.5,103,8421,1341000,0.006279642
Jamaica,2004,18,18,96.0206845,89.63681562,67.31111111,70.13703704,0.02,0.2,34.37096774,34.97419355,43.8,100.2,8234,1353000,0.006085735
Jamaica,2006,18,18,95.91074893,90.56698545,69.53333333,72.41111111,0.02,0.2,35.1516129,35.09032258,43.6,100,8020,1370000,0.005854015
Japan,1965,20,20,99,99,54.1,55.5,2.2875,0.75,24.075,27.0375,40.38761905,101.703,17719,49598000,3.57E-04
Japan,1967,20,20,99,99,49.1,53,2.2125,0.73,24.325,27.2225,37.32190476,100.663,23604,50822000,4.64E-04
Japan,1969,20,20,99,99,52.1,52.1,2.1375,0.71,24.575,27.4075,37.20761905,100.742,20752,52161000,3.98E-04
Japan,1970,20,20,99,99,52.35,52.35,2.1,0.7,24.7,27.5,37.08,101.72,18177,52856000,3.44E-04
Japan,1971,20,20,99,99,52.6,52.6,2.02,0.673333333,24.77333333,27.64,37.08,101.72,19722,53564000,3.68E-04
Japan,1973,20,20,99,99,59.3,59.3,1.86,0.62,24.92,27.92,37.08,101.72,19779,54992000,3.60E-04
Japan,1975,20,20,99,99,60.5,60.5,1.7,0.566666667,25.06666667,28.2,38.66,101.96,15999,56319000,2.84E-04
Japan,1977,20,20,99,99,60.4,60.4,1.54,0.513333333,25.21333333,28.48,38.66,101.96,13152,57460000,2.29E-04
