India,1985,18,21,48.95302362,69.1928104,35.475,41.3,40.74,11.3,18.94,23.64,28.1,92,x,376189000
India,1986,18,21,51.11090005,69.91229501,36.95,42.5,39.9,11,19,23.7,28.2,92.04,x,384508000
India,1987,18,21,53.26877648,70.63177962,38.425,43.7,39.06,10.7,19.06,23.76,28.3,92.08,x,392911000
India,1988,18,21,55.4266529,71.35126423,39.9,44.9,38.22,10.4,19.12,23.82,28.4,92.12,x,401368000
India,1989,18,21,57.58452933,72.07074885,39.22,44.06,37.38,10.1,19.18,23.88,28.4,92.16,x,409841000
India,1990,18,21,59.74240575,72.79023346,38.54,43.22,36.54,9.8,19.24,23.94,28.4,92.2,x,418300000
India,1991,18,21,61.90028218,73.50971807,37.86,42.38,35.7,9.5,19.3,24,28.4,92.7,x,426730000
India,1992,18,21,62.48491191,74.57796982,37.18,41.54,34.62,9.08,19.39,24.08,28.4,92.625,x,435133000
India,1993,18,21,63.06954163,75.64622157,36.5,40.7,33.54,8.66,19.48,24.16,28.3,92.55,x,443515000
India,1994,18,21,63.65417136,76.71447331,37.55,41.95,32.46,8.24,19.57,24.24,28.3,92.475,x,451890000
India,1995,18,21,64.23880109,77.78272506,38.6,43.2,31.38,7.82,19.66,24.32,28.2,92.4,x,460268000
India,1996,18,21,64.82343082,78.85097681,39.65,44.45,30.3,7.4,19.75,24.4,28.1,92.7,x,468642000
India,1997,18,21,65.40806054,79.91922856,40.7,45.7,29.22,6.98,19.84,24.48,28,92.7,x,477002000
India,1998,18,21,65.99269027,80.98748031,41.75,46.95,28.14,6.56,19.93,24.56,27.9,92.9,x,485355000
India,1999,18,21,66.57732,82.05573205,42.8,48.2,27.06,6.14,20.02,24.64,27.8,93,x,493709000
India,2000,18,21,67.16194972,83.1239838,42.3,46.9,25.98,5.72,20.11,24.72,27.7,92.6,x,502065000
India,2001,18,21,67.74657945,84.19223555,43.15,48.425,24.9,5.3,20.2,24.8,27.9,93.4,x,510432000
India,2002,18,21,70.4234355,85.03615554,44,49.95,25.44,4.886666667,20.2,24.87,28.1,93.4,x,518796000
India,2003,18,21,73.10029155,85.88007552,44.85,51.475,25.98,4.473333333,20.2,24.94,28.4,93.5,x,527114000
India,2004,18,21,75.77714759,86.72399551,45.7,53,26.52,4.06,20.2,25.01,28,93.5,x,535327000
India,2005,18,21,78.45400364,87.56791549,47.1,54.65,27.06,3.646666667,20.2,25.08,28.1,93.1,x,543396000
India,2006,18,21,81.13085969,88.41183548,48.5,56.3,27.6,3.233333333,20.2,25.15,28.1,93.155,x,551296000
India,2008,18,21,84.39560703,90.17959256,48.1,54.8,25.92,2.406666667,20.34285714,25.29,28.1,93.265,x,566682000
Indonesia,1971,16,19,81.56392436,86.91658041,4.247058824,5.494117647,37.4,5.1,19.3,23.8,x,x,x,58662000
Indonesia,1973,16,19,82.42462821,87.51094354,7.2,8.6,35.77777778,4.766666667,19.45555556,23.86666667,x,x,x,61646000
Indonesia,1976,16,19,83.71568397,88.40248822,22.9,26.3,33.34444444,4.266666667,19.68888889,23.96666667,x,x,x,66306000
Indonesia,1979,16,19,85.00673974,89.29403291,24.6,31.2,30.91111111,3.766666667,19.92222222,24.06666667,34.52857143,99,x,71158000
Indonesia,1980,16,19,85.43709166,89.59121447,26.65,32.41666667,30.1,3.6,20,24.1,34.65714286,99,x,72815000
Indonesia,1985,16,19,90.25317215,93.49674279,36.9,38.5,24.15,3.05,20.8,24.65,35.3,99.5,x,81239000
Indonesia,1986,16,19,91.21638825,94.27784845,40.45,43.1,22.96,2.94,20.96,24.76,38.3,99.5,x,82885000
Indonesia,1987,16,19,92.17960435,95.05895411,44,47.7,21.77,2.83,21.12,24.87,38.8,99.5,x,84508000
Indonesia,1988,16,19,93.14282045,95.84005977,44.775,48.2,20.58,2.72,21.28,24.98,39.3,99.5,x,86112000
Indonesia,1989,16,19,94.10603655,96.62116544,45.55,48.7,19.39,2.61,21.44,25.09,39,99.5,x,87702000
Indonesia,1990,16,19,95.06925265,97.4022711,46.325,49.2,18.2,2.5,21.6,25.2,38.4,99.5,x,89282000
Indonesia,1991,16,19,95.3289814,97.50690008,47.1,49.7,17.71,2.56,21.69,25.27,37.9,99.52,x,90853000
Indonesia,1992,16,19,95.58871016,97.61152906,49.15,51.4,17.22,2.62,21.78,25.34,37.4,99.54,x,92413000
Indonesia,1993,16,19,95.84843891,97.71615805,51.2,53.1,16.73,2.68,21.87,25.41,37.7,99.56,x,93962000
Indonesia,1994,16,19,96.10816766,97.82078703,52.1,54.7,16.24,2.74,21.96,25.48,38.1,99.58,x,95496000
Indonesia,1995,16,19,96.36789642,97.92541601,52.5,54.2,15.75,2.8,22.05,25.55,37.8,99.6,x,97017000
Indonesia,1996,16,19,96.62762517,98.03004499,52.6,54.2,15.26,2.86,22.14,25.62,37.6,100.25,x,98525000
Indonesia,1997,16,19,96.88735393,98.13467398,54.7,57.4,14.77,2.92,22.23,25.69,37.4,100.9,x,100022000
Indonesia,1998,16,19,97.14708268,98.23930296,54.2,55.4,14.28,2.98,22.32,25.76,37.6,100.9,x,101508000
Indonesia,1999,16,19,97.40681143,98.34393194,54.3,55.4,13.79,3.04,22.41,25.83,37.7,100.9,x,102985000
Indonesia,2000,16,19,97.66654019,98.44856092,53.8,54.8,13.3,3.1,22.5,25.9,37.7,99.9,x,104453000
Indonesia,2001,16,19,97.92626894,98.5531899,51.8,52.5,13.41,3.4,22.48,25.88,37.7,99.8,x,105910000
Indonesia,2002,16,19,98.18599769,98.65781889,54.2,56.4,13.52,3.7,22.46,25.86,37.7,99.7,x,107360000
Indonesia,2003,16,19,98.44572645,98.76244787,56.6,60.3,13.63,4,22.44,25.84,37.7,99.6,x,108814000
Indonesia,2004,16,19,98.7054552,98.86707685,56.85,58.75,13.74,4.3,22.42,25.82,37.8,99.85,x,110287000
Indonesia,2005,16,19,97.48890813,97.94727481,57.1,57.2,13.85,4.6,22.4,25.8,37.9,100.1,x,111787000
Indonesia,2006,16,19,96.27236105,97.02747277,57.25,59.3,13.96,4.9,22.38,25.78,38,100,x,113320000
Indonesia,2007,16,19,97.86623325,98.28247562,57.4,61.4,14.07,5.2,22.36,25.76,38.12857143,100,x,114879000
Indonesia,2008,16,19,99.46010544,99.53747847,58.87647059,62.95294118,14.18,5.5,22.34,25.74,38.25714286,100,x,116454000
Indonesia,2009,16,19,99.39658982,99.55003197,60.35294118,64.50588235,14.29,5.8,22.32,25.72,38.38571429,100,x,118029000
Indonesia,2010,16,19,99.08729553,99.17693743,61.82941176,66.05882353,14.4,6.1,22.3,25.7,38.51428571,100,x,119589000
Indonesia,2011,16,19,98.77800124,98.80384289,63.30588235,67.61176471,13.81025641,6.125641026,22.37692308,25.74871795,38.64285714,100,x,x
Iran,1976,15,15,42.32780462,70.9001736,x,x,x,x,x,x,x,x,x,16469000
Iran,1985,15,15,50.65112185,72.94006944,22.54,41.39230769,34.712,6.984,20.068,23.68,19.2,94.9,x,23166000
Iran,1986,15,15,51.57593487,73.16672453,24.53,43.26923077,34.2,6.8,20.2,23.8,19.2,95.6,377243.862,24114000
Iran,1987,15,15,52.5007479,73.39337963,26.52,45.14615385,32.57,6.38,20.39,23.95,19.5,95.475,x,25073000
Iran,1988,15,15,53.42556092,73.62003472,28.51,47.02307692,30.94,5.96,20.58,24.1,19.7,95.35,x,25999000
Iran,1989,15,15,54.35037395,73.84668981,30.5,48.9,29.31,5.54,20.77,24.25,20,95.225,x,26838000
Iran,1990,15,15,55.27518697,74.07334491,35.2,54.13333333,27.68,5.12,20.96,24.4,20.2,95.1,x,27555000
Iran,1991,15,15,56.2,74.3,39.9,59.36666667,26.05,4.7,21.15,24.55,20.5,94.1,x,28124000
Iran,1992,15,15,58.18,75.42,44.6,64.6,24.42,4.28,21.34,24.7,21.6,94.75,x,28563000
Iran,1993,15,15,60.16,76.54,49.2,67.8,22.79,3.86,21.53,24.85,22.6,95.4,x,28926000
Iran,1994,15,15,62.14,77.66,51.1,70,21.16,3.44,21.72,25,23.7,95.4,x,29291000
Iran,1995,15,15,64.12,78.78,53.6,72.8,19.53,3.02,21.91,25.15,24.8,96.3,x,29711000
Iran,1996,15,15,66.1,79.9,56.1,73.7,17.9,2.6,22.1,25.3,26,96.8,190926.288,30212000
Iran,1997,15,15,69.15437092,81.62454821,56,72.9,17.79,2.55,22.24,25.41,26.9,96.5,x,30773000
Iran,1998,15,15,72.20874184,83.34909642,56,73.2,17.68,2.5,22.38,25.52,27.8,96.6,x,31359000
Iran,1999,15,15,75.26311277,85.07364463,56,73.5,17.57,2.45,22.52,25.63,28.7,96.7,x,31916000
Iran,2000,15,15,78.31748369,86.79819284,56,73.8,17.46,2.4,22.66,25.74,29.5,96.8,x,32406000
Iran,2001,15,15,81.37185461,88.52274105,57.45,73.55,17.35,2.35,22.8,25.85,30.3,96.7,x,32819000
Iran,2002,15,15,84.42622553,90.24728925,58.9,73.3,17.24,2.3,22.94,25.96,30.9,96.6,x,33174000
Iran,2003,15,15,87.48059645,91.97183746,60.89,75.17692308,17.13,2.25,23.08,26.07,31.6,96.5,x,33501000
Iran,2004,15,15,90.53496738,93.69638567,62.88,77.05384615,17.02,2.2,23.22,26.18,33,96.4,x,33844000
Iran,2005,15,15,93.5893383,95.42093388,64.87,78.93076923,16.91,2.15,23.36,26.29,33.8,97.2,x,34235000
Iran,2006,15,15,96.64370922,97.14548209,66.86,80.80769231,16.8,2.1,23.5,26.4,34.5,97.315,132799.66,34682000
Iran,2008,15,15,98.51615203,98.78791661,70.84,84.56153846,18.64,2.14,23.5,26.56,35.95714286,97.545,x,35704000
Iran,2011,15,15,100,100,x,x,21.4,2.2,23.5,26.8,38.14285714,97.89,x,x
Iraq,1974,18,18,x,x,12.9,14.5,33.81,5.555555556,20.6,24.97777778,x,x,x,5545000
Iraq,1977,18,18,x,x,12.4,14.34,32.5,5.2,20.8,25.3,x,x,x,6095000
Iraq,1985,18,18,x,x,11.06666667,13.91333333,23.06,5.68,22,26.1,16.2,97.5,x,7699000
Iraq,1986,18,18,x,x,10.9,13.86,21.88,5.74,22.15,26.2,15.8,94.5,x,7890000
Iraq,1987,18,18,x,x,10.73333333,13.80666667,20.7,5.8,22.3,26.3,16,94.6,x,8077000
Iraq,1988,18,18,78.44174971,94.16926875,10.56666667,13.75333333,20.16,5.51,22.47,26.36,16,94.6,x,8267000
Iraq,1989,18,18,78.6121732,93.7311775,10.4,13.7,19.62,5.22,22.64,26.42,16.1,94.7,x,8469000
Iraq,1990,18,18,78.78259669,93.29308625,11.76363636,16.40909091,19.08,4.93,22.81,26.48,16.8,97.4,x,8691000
Iraq,1991,18,18,78.95302018,92.854995,13.12727273,19.11818182,18.54,4.64,22.98,26.54,17.3,94.7,x,8935000
Iraq,1992,18,18,79.12344367,92.41690375,14.49090909,21.82727273,18,4.35,23.15,26.6,17.9,94.7,x,9198000
Iraq,1993,18,18,79.29386716,91.9788125,15.85454545,24.53636364,17.46,4.06,23.32,26.66,18.4,94.8,x,9480000
Iraq,1994,18,18,79.46429065,91.54072125,17.21818182,27.24545455,16.92,3.77,23.49,26.72,18.6,94.8,x,9777000
Iraq,1995,18,18,79.63471415,91.10263,18.58181818,29.95454545,16.38,3.48,23.66,26.78,18.7,97.4,x,10085000
Iraq,1996,18,18,79.80513764,90.66453875,19.94545455,32.66363636,15.84,3.19,23.83,26.84,18.8,94.8,x,10405000
Iraq,1997,18,18,79.97556113,90.2264475,21.30909091,35.37272727,15.3,2.9,24,26.9,18.9,100.7,x,10736000
Iraq,1998,18,18,80.14598462,89.78835625,22.67272727,38.08181818,15.25714286,2.771428571,24.18571429,27.08571429,19,100.4,x,11076000
Iraq,1999,18,18,80.31640811,89.350265,24.03636364,40.79090909,15.21428571,2.642857143,24.37142857,27.27142857,19,100.2,x,11421000
Iraq,2000,18,18,80.4868316,88.91217375,25.4,43.5,15.17142857,2.514285714,24.55714286,27.45714286,19.2,97.4,x,11768000
Iraq,2001,18,18,80.65725509,88.4740825,26.65,44.55,15.12857143,2.385714286,24.74285714,27.64285714,19.5,99.7,x,12117000
Iraq,2002,18,18,80.82767858,88.03599125,27.9,45.6,15.08571429,2.257142857,24.92857143,27.82857143,19.8,99.5,x,12468000
Iraq,2003,18,18,80.99810207,87.5979,29.15,46.65,15.04285714,2.128571429,25.11428571,28.01428571,20.1,99.3,x,12819000
Iraq,2004,18,18,81.16852556,87.15980875,30.4,47.7,15,2,25.3,28.2,20.1,99.1,x,13168000
Iraq,2005,18,18,81.33894905,86.7217175,31.65,48.75,16.46666667,1.881481481,24.46666667,28.30740741,20.3,97.8,x,13513000
Iraq,2006,18,18,81.50937255,86.28362625,32.9,49.8,17.93333333,1.762962963,23.63333333,28.41481481,20.4,97.815,x,13853000
Iraq,2007,18,18,81.67979604,85.845535,32.96,50.08,19.4,1.644444444,22.8,28.52222222,20.6,97.83,x,14189000
Iraq,2011,18,18,82.36149,84.09317,33.2,51.2,17.65333333,1.17037037,23.06666667,28.95185185,21.4,97.89,x,x
Israel,1972,17,17,x,x,x,x,8.7,1.4,22.8,25.4,x,x,x,1507000
Israel,1983,17,17,98.56286179,99.05456549,48.63622931,64.73622931,6.8,1.1,23.5,26.1,37.43333333,99,x,1977000
Israel,1985,17,17,98.30925591,99.00174973,49.94173758,66.04173758,6.45,1.016666667,23.68333333,26.35,38.3,100.4,4587,2042000
Israel,1986,17,17,98.18245296,98.97534185,50.59449172,66.69449172,6.275,0.975,23.775,26.475,38.6,100.4,4049,2075000
Israel,1987,17,17,98.05565002,98.94893397,51.24724586,67.34724586,6.1,0.933333333,23.86666667,26.6,39,100.5,4090,2108000
Israel,1988,17,17,97.92884708,98.92252609,51.9,68,5.925,0.891666667,23.95833333,26.725,39.5,100.5,4227,2146000
Israel,1989,17,17,97.80204414,98.89611821,52.55275414,68.65275414,5.75,0.85,24.05,26.85,40.3,100.5,4198,2193000
Israel,1990,17,17,97.67524119,98.86971033,53.20550828,69.30550828,5.575,0.808333333,24.14166667,26.975,40.6,100.8,4229,2254000
Israel,1991,17,17,97.54843825,98.84330245,53.85826242,69.95826242,5.4,0.766666667,24.23333333,27.1,41.2,101.15,4577,2329000
Israel,1992,17,17,97.42163531,98.81689457,54.51101655,70.61101655,5.225,0.725,24.325,27.225,42,101.5,4640,2418000
Israel,1993,17,17,97.29483237,98.79048669,55.16377069,71.26377069,5.05,0.683333333,24.41666667,27.35,42.3,101.6,4542,2514000
Israel,1994,17,17,97.16802942,98.7640788,55.81652483,71.91652483,4.875,0.641666667,24.50833333,27.475,43.1,101.8,4484,2609000
Israel,1995,17,17,97.04122648,98.73767092,56.46927897,72.56927897,4.7,0.6,24.6,27.6,43.6,102.7,4446,2698000
Israel,1996,17,17,96.91442354,98.71126304,x,x,4.590909091,0.581818182,24.70909091,27.7,44,102.7,4527,2780000
Israel,1997,17,17,96.7876206,98.68485516,x,x,4.481818182,0.563636364,24.81818182,27.8,44.3,102.7,4182,2854000
Israel,1998,17,17,96.66081765,98.65844728,x,x,4.372727273,0.545454545,24.92727273,27.9,44.6,102.7,4565,2923000
Israel,1999,17,17,96.53401471,98.6320394,x,x,4.263636364,0.527272727,25.03636364,28,45.2,102.7,4549,2988000
Israel,2000,17,17,96.40721177,98.60563152,x,x,4.154545455,0.509090909,25.14545455,28.1,45.6,102.5,4544,3050000
Israel,2001,17,17,96.28040883,98.57922364,x,x,4.045454545,0.490909091,25.25454545,28.2,45.7,102.7,4472,3108000
Israel,2002,17,17,96.15360588,98.55281576,x,x,3.936363636,0.472727273,25.36363636,28.3,45.8,102.7,4355,3163000
Israel,2003,17,17,96.02680294,98.52640788,x,x,3.827272727,0.454545455,25.47272727,28.4,46.2,102.6,4277,3218000
Israel,2004,17,17,95.9,98.5,x,x,3.718181818,0.436363636,25.58181818,28.5,46.8,102.5,4248,3278000
Israel,2005,17,17,95.77319706,98.47359212,x,x,3.609090909,0.418181818,25.69090909,28.6,47.1,102.1,4104,3346000
Israel,2006,17,17,95.64639412,98.44718424,x,x,3.5,0.4,25.8,28.7,47.4,100,x,3424000
Israel,2009,17,17,95.26598529,98.3679606,x,x,3.3,0.4,26.2,29.1,48.7,100,x,3683000
Italy,1971,18,18,x,x,x,x,6.4,0.7,22.6,27.2,x,x,x,27591000
Italy,1979,18,18,99,99,32.7,78,4.96,0.7,23.08,27.12,33.45714286,99,x,28855000
Italy,1981,18,18,99.58748943,99.69758766,33.62941176,76.2,4.6,0.7,23.2,27.1,33.97142857,99,x,29029000
Italy,1985,18,18,99.63241785,99.71896348,35.48823529,72.6,4,0.78,24.36,27.98,35,105.8,27299,29201000
Italy,1986,18,18,99.64364995,99.72430744,35.95294118,71.7,3.85,0.8,24.65,28.2,35.8,105.8,x,29220000
Italy,1987,18,18,99.65488205,99.7296514,36.41764706,70.8,3.7,0.82,24.94,28.42,36.3,105.9,x,29232000
Italy,1988,18,18,99.66611416,99.73499535,36.88235294,69.9,3.55,0.84,25.23,28.64,36.6,105.9,21291,29240000
Italy,1989,18,18,99.67734626,99.74033931,37.34705882,69,3.4,0.86,25.52,28.86,37,105.9,19853,29248000
Italy,1990,18,18,99.68857837,99.74568326,37.81176471,68.1,3.25,0.88,25.81,29.08,37.1,106,18382,29261000
Italy,1991,18,18,99.69981047,99.75102722,38.27647059,67.2,3.1,0.9,26.1,29.3,37.2,106,17093,29281000
Italy,1992,18,18,99.71104257,99.75637118,38.74117647,66.3,2.88,0.82,26.38,29.57,37.5,106.1,x,29310000
Italy,1993,18,18,99.72227468,99.76171513,39.20588235,65.4,2.66,0.74,26.66,29.84,36,106.1,15101,29340000
Italy,1994,18,18,99.73350678,99.76705909,39.67058824,64.5,2.44,0.66,26.94,30.11,36.2,106.2,x,29363000
Italy,1995,18,18,99.74473889,99.77240304,40.13529412,63.6,2.22,0.58,27.22,30.38,36.6,106.1,11995,29373000
Italy,1996,18,18,99.75597099,99.777747,40.6,62.7,2,0.5,27.5,30.65,37,106.3,11153,29367000
Italy,1997,18,18,99.76720309,99.78309096,41.06470588,61.8,1.78,0.42,27.78,30.92,37.2,106.4,x,29350000
Italy,1998,18,18,99.7784352,99.78843491,41.52941176,60.9,1.56,0.34,28.06,31.19,37.6,106.4,x,29339000
Italy,1999,18,18,99.7896673,99.79377887,41.99411765,60,1.34,0.26,28.34,31.46,38,106.5,10562.598,29353000
Italy,2000,18,18,99.80089941,99.79912282,42.45882353,59.1,1.12,0.18,28.62,31.73,38.3,106.1,10718.148,29406000
Italy,2001,18,18,99.81213151,99.80446678,42.92352941,58.2,0.9,0.1,28.9,32,38.8,106.6,x,29504000
Italy,2002,18,18,99.82256536,99.8147581,43.38823529,57.3,0.844444444,0.088888889,29.08888889,32.22222222,39,106.5,9664,29639000
Italy,2003,18,18,99.83299921,99.82504942,43.85294118,56.4,0.788888889,0.077777778,29.27777778,32.44444444,39,106.3,9259,29806000
Italy,2004,18,18,99.84343306,99.83534075,x,x,0.733333333,0.066666667,29.46666667,32.66666667,39.7,106.1,9741,29992000
Italy,2005,18,18,99.85386691,99.84563207,x,x,0.677777778,0.055555556,29.65555556,32.88888889,40.1,105.9,9419,30188000
Italy,2006,18,18,99.86430076,99.85592339,x,x,0.622222222,0.044444444,29.84444444,33.11111111,40.4,100,x,30395000
Italy,2010,18,18,99.90603615,99.89708868,x,x,0.4,0,30.6,34,41.42857143,100,8636.562,31149000
Italy,2011,18,18,99.91647,99.90738,x,x,0.246153846,0.02,30.80512821,34.17435897,41.68571429,100,x,x
Jamaica,1970,18,18,x,x,29.53333333,31.47777778,16.5,0.2,21.1,33,x,x,14143.564,957000
Jamaica,1976,18,18,x,x,36.2,38.3,8.55,0.2,26.65,33.4,x,x,x,1040000
Jamaica,1979,18,18,x,x,54.2,54.9,4.575,0.2,29.425,33.6,47.2,99,x,1069000
Jamaica,1982,18,18,x,x,49.85,52.275,0.6,0.2,32.2,33.8,46.8,99,x,1111000
Jamaica,1983,18,18,x,x,48.4,51.4,0.611111111,0.222222222,32.31111111,33.88888889,46.66666667,99,x,1128000
Jamaica,1985,18,18,x,x,49.23333333,52.46666667,0.633333333,0.266666667,32.53333333,34.06666667,46.4,102,x,1158000
Jamaica,1986,18,18,x,x,49.65,53,0.644444444,0.288888889,32.64444444,34.15555556,46.4,102.4,13163,1170000
Jamaica,1987,18,18,96.95513686,81.73037214,50.06666667,53.53333333,0.655555556,0.311111111,32.75555556,34.24444444,46.5,102.8,13015,1179000
Jamaica,1988,18,18,96.90016907,82.19545705,50.48333333,54.06666667,0.666666667,0.333333333,32.86666667,34.33333333,46.6,103.2,12930,1187000
Jamaica,1989,18,18,96.84520129,82.66054196,50.9,54.6,0.677777778,0.355555556,32.97777778,34.42222222,46.7,103.6,13203,1195000
Jamaica,1990,18,18,96.7902335,83.12562687,52.75,56.45,0.688888889,0.377777778,33.08888889,34.51111111,46.8,104,x,1203000
Jamaica,1991,18,18,96.73526572,83.59071178,54.6,58.3,0.7,0.4,33.2,34.6,47,104,x,1211000
Jamaica,1992,18,18,96.68029793,84.05579669,56.45,60.15,0.68,0.38,33.2,34.62,47.2,103.725,x,1220000
Jamaica,1993,18,18,96.62533015,84.52088161,58.3,62,0.66,0.36,33.2,34.64,47.3,103.45,x,1229000
Jamaica,1994,18,18,96.57036236,84.98596652,59.375,62.975,0.64,0.34,33.2,34.66,47.5,103.175,x,1239000
Jamaica,1995,18,18,96.51539457,85.45105143,60.45,63.95,0.62,0.32,33.2,34.68,47,102.9,11915,1249000
Jamaica,1996,18,18,96.46042679,85.91613634,61.525,64.925,0.6,0.3,33.2,34.7,46.6,100.275,11160,1259000
Jamaica,1997,18,18,96.405459,86.38122125,62.6,65.9,0.58,0.28,33.2,34.72,45.9,97.65,x,1270000
Jamaica,1998,18,18,96.35049122,86.84630616,63.2,66.41666667,0.56,0.26,33.2,34.74,45.1,95.025,x,1281000
Jamaica,1999,18,18,96.29552343,87.31139107,63.8,66.93333333,0.54,0.24,33.2,34.76,45.1,92.4,x,1292000
Jamaica,2000,18,18,96.24055564,87.77647598,64.4,67.45,0.52,0.22,33.2,34.78,44.9,102.7,10000,1304000
Jamaica,2001,18,18,96.18558786,88.24156089,65,67.96666667,0.5,0.2,33.2,34.8,44.7,103.2,9817,1316000
Jamaica,2002,18,18,96.13062007,88.7066458,65.6,68.48333333,0.02,0.2,33.59032258,34.85806452,44.6,103.1,8808,1329000
Jamaica,2003,18,18,96.07565229,89.17173071,66.2,69,0.02,0.2,33.98064516,34.91612903,44.5,103,8421,1341000
Jamaica,2004,18,18,96.0206845,89.63681562,67.31111111,70.13703704,0.02,0.2,34.37096774,34.97419355,43.8,100.2,8234,1353000
Jamaica,2005,18,18,95.96571672,90.10190054,68.42222222,71.27407407,0.02,0.2,34.76129032,35.03225806,43.6,102.7,x,1363000
Jamaica,2006,18,18,95.91074893,90.56698545,69.53333333,72.41111111,0.02,0.2,35.1516129,35.09032258,43.6,100,x,1370000
Jamaica,2011,18,18,95.63591,92.89241,x,x,x,x,x,x,42.93333333,100,x,x
Japan,1950,20,20,99,99,14.2,19.5,x,x,x,x,x,x,x,41933000
Japan,1952,20,20,99,99,23.5,26.6,x,x,x,x,x,x,x,43408000
Japan,1955,20,20,99,99,30.2,34.1,x,x,x,x,x,x,x,45013000
Japan,1957,20,20,99,99,36.1,39,x,x,x,x,x,x,x,45876000
Japan,1959,20,20,99,99,40.2,42.7,x,x,x,x,x,x,x,46699000
Japan,1961,20,20,99,99,39.2,42,x,x,x,x,x,x,x,47560000
Japan,1963,20,20,99,99,43.8,44.6,2.3625,0.77,23.825,26.8525,x,x,x,48515000
Japan,1965,20,20,99,99,54.1,55.5,2.2875,0.75,24.075,27.0375,x,x,x,49598000
Japan,1967,20,20,99,99,49.1,53,2.2125,0.73,24.325,27.2225,x,x,x,50822000
Japan,1969,20,20,99,99,52.1,52.1,2.1375,0.71,24.575,27.4075,x,x,x,52161000
Japan,1970,20,20,99,99,52.35,52.35,2.1,0.7,24.7,27.5,x,x,18176.684,52856000
Japan,1971,20,20,99,99,52.6,52.6,2.02,0.673333333,24.77333333,27.64,x,x,x,53564000
Japan,1973,20,20,99,99,59.3,59.3,1.86,0.62,24.92,27.92,x,x,x,54992000
Japan,1975,20,20,99,99,60.5,60.5,1.7,0.566666667,25.06666667,28.2,x,x,x,56319000
Japan,1977,20,20,99,99,60.4,60.4,1.54,0.513333333,25.21333333,28.48,x,x,x,57460000
Japan,1979,20,20,99,99,62.2,62.2,1.38,0.46,25.36,28.76,39.27142857,99,x,58456000
Japan,1984,20,20,99,99,57.3,57.3,0.98,0.326666667,25.72666667,29.46,39.62857143,99,x,60690000
Japan,1985,20,20,99,99,60,60.05,0.9,0.3,25.8,29.6,39.7,103.5,17877,61044000
Japan,1986,20,20,99,99,62.7,62.8,0.88,0.3,25.99,29.71,39.9,103.5,17707,61351000
Japan,1987,20,20,99,99,56.6,64.5,0.86,0.3,26.18,29.82,40,103.5,17558,61615000
Japan,1988,20,20,99,99,51.7,56.3,0.84,0.3,26.37,29.93,40.1,103.5,17334,61850000
Japan,1989,20,20,99,99,52.1,57.1,0.82,0.3,26.56,30.04,40.5,103.6,17198,62076000
Japan,1990,20,20,99,99,52.5,57.9,0.8,0.3,26.75,30.15,40.6,103.7,17496,62306000
Japan,1991,20,20,99,99,54.75,60.95,0.78,0.3,26.94,30.26,40.8,103.7,18443,62547000
Japan,1992,20,20,99,99,57,64,0.76,0.3,27.13,30.37,40.7,103.7,18394,62794000
Japan,1993,20,20,99,99,54.9,61.3,0.74,0.3,27.32,30.48,40.5,103.7,17452,63039000
Japan,1994,20,20,99,99,52.8,58.6,0.72,0.3,27.51,30.59,40.5,103.9,17095,63269000
Japan,1995,20,20,99,99,51.7,57.6,0.7,0.3,27.7,30.7,40.5,103.9,16112,63473000
Japan,1996,20,20,99,99,50.6,56.6,0.71,0.31,27.87,30.74,40.5,104.1,15621,63648000
Japan,1997,20,20,99,99,50.7,60.4,0.72,0.32,28.04,30.78,40.6,104.2,16634,63799000
Japan,1998,20,20,99,99,48,54.1,0.73,0.33,28.21,30.82,40.7,104.3,17501,63937000
Japan,1999,20,20,99,99,48.15,55,0.74,0.34,28.38,30.86,40.6,104.4,18253,64075000
Japan,2000,20,20,99,99,48.3,55.9,0.75,0.35,28.55,30.9,40.6,104.3,19772,64224000
Japan,2001,20,20,99,99,47.325,54.925,0.76,0.36,28.72,30.94,40.8,104.5,20965,64388000
Japan,2002,20,20,99,99,46.35,53.95,0.77,0.37,28.89,30.98,40.7,104.6,21401,64560000
Japan,2003,20,20,99,99,45.375,52.975,0.78,0.38,29.06,31.02,40.9,104.8,19581,64733000
Japan,2004,20,20,99,99,44.4,52,0.79,0.39,29.23,31.06,41,104.9,18591,64891000
Japan,2005,20,20,99,99,44.4,54.3,0.8,0.4,29.4,31.1,41.1,104.7,16573,65023000
Japan,2006,20,20,99,99,44.94909091,54.93272727,0.76,0.38,29.46,31.12,41.2,100,x,65127000
Japan,2010,20,20,99,99,47.14545455,57.46363636,0.6,0.3,29.7,31.2,41.48571429,100,14780,65318000
Jordan,1972,18,18,x,x,17.6,26.1,23.69666667,1.512,20.75333333,25.144,x,x,x,874000
Jordan,1976,18,18,83.49067859,95.48664322,17.4,25.2,21.87,1.448,21.18,25.576,x,x,x,983000
Jordan,1979,18,18,84.83279338,95.79214461,19.43571429,28.37142857,20.5,1.4,21.5,25.9,17.27142857,90.56,x,1057000
Jordan,1985,18,18,88.40774207,96.67630607,23.50714286,34.71428571,17.5,1.44,22.5,26.34,19.1,91.4,x,1316000
Jordan,1986,18,18,89.00356685,96.82366632,24.18571429,35.77142857,17,1.446666667,22.66666667,26.41333333,19.2,91.5,x,1364000
