Costa Rica,1992,15,15,x,x,x,x,17,x,21.5,x,28.3,101.9,x,x
Costa Rica,1993,15,15,x,x,64.6,75,x,x,x,x,28.6,100.6,x,x
Costa Rica,1994,15,15,x,x,x,x,x,x,x,x,29.2,99.4,14339,x
Costa Rica,1995,15,15,x,x,x,x,x,x,x,x,29.5,96.6,14760,x
Costa Rica,1996,15,15,x,x,x,x,x,x,x,x,29,99.6,14954,x
Costa Rica,1997,15,15,x,x,x,x,x,x,x,x,30.4,100.6,15249,x
Costa Rica,1998,15,15,x,x,x,x,x,x,x,x,31.6,100.9,x,x
Costa Rica,1999,15,15,x,x,71.5,80,x,x,x,x,31.6,102.1,16041,x
Costa Rica,2000,15,15,95.1,94.7,x,x,15.7,3.8,22.2,26,30.9,96.7,16610,x
Costa Rica,2001,15,15,x,x,x,x,x,x,x,x,33.6,101.9,15461,x
Costa Rica,2002,15,15,x,x,x,x,x,x,x,x,33.5,101.5,14454,x
Costa Rica,2003,15,15,x,x,x,x,x,x,x,x,33.5,102.7,14835,x
Costa Rica,2004,15,15,x,x,x,x,x,x,x,x,34.5,102.6,14792,x
Costa Rica,2005,15,15,x,x,x,x,x,x,x,x,35.1,96.7,x,x
Costa Rica,2006,15,15,x,x,x,x,x,x,x,x,35.8,x,x,x
Costa Rica,2009,15,15,x,x,76.4,81.1,x,x,x,x,x,x,x,x
Costa Rica,2010,15,15,x,x,79.9,82.2,x,x,x,x,x,x,x,x
Costa Rica,2011,15,15,x,x,x,x,13,3.7,23.9,27,x,x,x,x
Cote d'Ivoire,1978,18,21,x,x,x,x,53.8,3.1,18.7,27,x,x,x,x
Cote d'Ivoire,1981,18,21,x,x,0.5,2.9,x,x,x,x,x,x,x,x
Cote d'Ivoire,1985,18,21,x,x,x,x,x,x,x,x,29.6,92.9,x,x
Cote d'Ivoire,1986,18,21,x,x,x,x,x,x,x,x,29.6,x,x,x
Cote d'Ivoire,1987,18,21,x,x,x,x,x,x,x,x,29.7,x,x,x
Cote d'Ivoire,1988,18,21,23.4,44.4,x,x,41.9,3.6,19.8,27.6,29.8,95.7,x,x
Cote d'Ivoire,1989,18,21,x,x,x,x,x,x,x,x,29.9,95.7,x,x
Cote d'Ivoire,1990,18,21,x,x,x,x,x,x,x,x,30,93.4,x,x
Cote d'Ivoire,1991,18,21,x,x,x,x,x,x,x,x,30,95.9,x,x
Cote d'Ivoire,1992,18,21,x,x,x,x,x,x,x,x,29.9,96,x,x
Cote d'Ivoire,1993,18,21,x,x,x,x,x,x,x,x,30,96.1,x,x
Cote d'Ivoire,1994,18,21,x,x,4.3,11.4,27.6,2,20.9,28.1,29.9,96.2,x,x
Cote d'Ivoire,1995,18,21,x,x,x,x,x,x,x,x,30,94.6,x,x
Cote d'Ivoire,1996,18,21,x,x,x,x,x,x,x,x,29.9,96.5,x,x
Cote d'Ivoire,1997,18,21,x,x,x,x,x,x,x,x,29.7,x,x,x
Cote d'Ivoire,1998,18,21,x,x,x,x,25.4,1.7,21.9,28,29.6,95.9,x,x
Cote d'Ivoire,1999,18,21,x,x,7.3,15,x,x,x,x,29.4,95.9,x,x
Cote d'Ivoire,2000,18,21,38.6,60.8,x,x,x,x,x,x,29.2,95.7,x,x
Cote d'Ivoire,2001,18,21,x,x,x,x,x,x,x,x,29.1,95.9,x,x
Cote d'Ivoire,2002,18,21,x,x,x,x,x,x,x,x,29.1,95.9,x,x
Cote d'Ivoire,2003,18,21,x,x,x,x,x,x,x,x,29,96,x,x
Cote d'Ivoire,2004,18,21,x,x,x,x,x,x,x,x,29.4,96,x,x
Cote d'Ivoire,2005,18,21,x,x,x,x,x,x,x,x,29.3,96.8,x,x
Cote d'Ivoire,2006,18,21,x,x,8,12.9,x,x,x,x,29.3,x,x,x
Croatia,1970,18,18,x,x,7,58,x,x,x,x,x,x,x,x
Croatia,1985,18,18,x,x,x,x,x,x,x,x,41.1,106.6,x,x
Croatia,1986,18,18,x,x,x,x,x,x,x,x,41.3,x,x,x
Croatia,1987,18,18,x,x,x,x,x,x,x,x,41.5,x,x,x
Croatia,1988,18,18,x,x,x,x,x,x,x,x,41.6,x,5165,x
Croatia,1989,18,18,x,x,x,x,x,x,x,x,41.8,106.4,4668,x
Croatia,1990,18,18,x,x,x,x,x,x,x,x,42.1,106.7,4391,x
Croatia,1991,18,18,94.8,98.8,x,x,5.2,0.5,23.8,28,42.5,108.1,4033,x
Croatia,1992,18,18,x,x,x,x,x,x,x,x,42.8,108.1,3385,x
Croatia,1993,18,18,x,x,x,x,x,x,x,x,43,108.1,3158,x
Croatia,1994,18,18,x,x,x,x,x,x,x,x,43.2,108.1,3036,x
Croatia,1995,18,18,x,x,x,x,x,x,x,x,43.4,107.5,2845,x
Croatia,1996,18,18,x,x,x,x,x,x,x,x,43.6,108.1,2990,x
Croatia,1997,18,18,x,x,x,x,x,x,x,x,43.8,108.1,2829,x
Croatia,1998,18,18,x,x,x,x,x,x,x,x,43.9,108.1,2468,x
Croatia,1999,18,18,x,x,x,x,x,x,x,x,44.1,108.1,x,x
Croatia,2000,18,18,x,x,x,x,x,x,x,x,44.2,107.7,2307,x
Croatia,2001,18,18,97.1,99.3,x,x,2.4,0.3,26.2,29.8,44.4,107.8,2254,x
Croatia,2002,18,18,x,x,x,x,x,x,x,x,44.5,107.8,2149,x
Croatia,2003,18,18,x,x,x,x,x,x,x,x,44.6,107.8,1977,x
Croatia,2004,18,18,x,x,x,x,x,x,x,x,44.8,107.7,1900,x
Croatia,2005,18,18,x,x,x,x,x,x,x,x,45,107.8,1892,x
Croatia,2006,18,18,x,x,x,x,x,x,x,x,45.2,x,x,x
Cuba,1970,18,18,x,x,x,x,29.6,4.6,19.5,23.4,x,x,x,x
Cuba,1981,18,18,x,x,x,x,28.8,6.7,19.8,23.5,x,x,x,x
Cuba,1985,18,18,x,x,x,x,x,x,x,x,32.2,98.5,53159,x
Cuba,1986,18,18,x,x,x,x,x,x,x,x,32.7,x,45888,x
Cuba,1987,18,18,x,x,67,70,x,x,x,x,33.3,x,46147,x
Cuba,1988,18,18,x,x,x,x,x,x,x,x,33.8,x,45771,x
Cuba,1989,18,18,x,x,x,x,x,x,x,x,34.2,x,45771,x
Cuba,1990,18,18,x,x,x,x,x,x,x,x,34.6,98.7,41337,x
Cuba,1991,18,18,x,x,x,x,x,x,x,x,34.8,x,36246,x
Cuba,1992,18,18,x,x,x,x,x,x,x,x,34.9,x,x,x
Cuba,1993,18,18,x,x,x,x,x,x,x,x,35,x,26537,x
Cuba,1994,18,18,x,x,x,x,x,x,x,x,35.2,x,24650,x
Cuba,1995,18,18,x,x,x,x,x,x,x,x,35.5,99.1,22668,x
Cuba,1996,18,18,x,x,x,x,x,x,x,x,35.7,x,19351,x
Cuba,1997,18,18,x,x,x,x,x,x,x,x,35.9,x,19965,x
Cuba,1998,18,18,x,x,x,x,x,x,x,x,36.3,x,18840,x
Cuba,1999,18,18,x,x,x,x,x,x,x,x,36.6,101.4,19570,x
Cuba,2000,18,18,x,x,72.1,73.3,x,x,x,x,36.9,100,18745,x
Cuba,2001,18,18,x,x,x,x,x,x,x,x,36.7,99.7,18895,x
Cuba,2002,18,18,99.8,99.8,x,x,23.1,5.5,21.1,25.3,36.7,99.7,19281,x
Cuba,2003,18,18,x,x,x,x,x,x,x,x,36.6,99.7,19152,x
Cuba,2004,18,18,x,x,x,x,x,x,x,x,37.3,99.7,19133,x
Cuba,2005,18,18,x,x,x,x,x,x,x,x,37.5,99.8,18452,x
Cuba,2006,18,18,x,x,71.6,72.6,x,x,x,x,37.6,x,x,x
Cyprus,1973,18,18,x,x,x,x,3.8,0.7,24.2,25.9,x,x,x,x
Cyprus,1985,18,18,x,x,x,x,x,x,x,x,36.4,101,880,x
Cyprus,1986,18,18,x,x,x,x,x,x,x,x,36.6,100.7,708,x
Cyprus,1987,18,18,x,x,x,x,x,x,x,x,36.9,100.5,701,x
Cyprus,1988,18,18,x,x,x,x,x,x,x,x,37,100.6,732,x
Cyprus,1989,18,18,x,x,x,x,x,x,x,x,37.5,100.5,677,x
Cyprus,1990,18,18,x,x,x,x,x,x,x,x,37.7,100.6,722,x
Cyprus,1991,18,18,x,x,x,x,x,x,x,x,38,100.8,655,x
Cyprus,1992,18,18,91,97.8,x,x,7.5,0.6,23.1,27,38.5,100.8,695,x
Cyprus,1993,18,18,x,x,x,x,x,x,x,x,38.4,100.9,518,x
Cyprus,1994,18,18,x,x,x,x,x,x,x,x,38.5,101.5,459,x
Cyprus,1995,18,18,x,x,x,x,x,x,x,x,38.3,100.3,413,x
Cyprus,1996,18,18,x,x,x,x,x,x,x,x,38.7,102.2,370,x
Cyprus,1997,18,18,x,x,x,x,x,x,x,x,39.4,102.6,331,x
Cyprus,1998,18,18,x,x,x,x,x,x,x,x,40.1,102.9,323,x
Cyprus,1999,18,18,x,x,x,x,x,x,x,x,40.7,103.2,321,x
Cyprus,2000,18,18,x,x,x,x,x,x,x,x,41.4,103.1,272,x
Cyprus,2001,18,18,95.1,98.6,x,x,2.8,0.7,25.2,28.7,42.5,103.7,189,x
Cyprus,2002,18,18,x,x,x,x,x,x,x,x,43.3,104,173,x
Cyprus,2003,18,18,x,x,x,x,x,x,x,x,44,103.7,156,x
Cyprus,2004,18,18,x,x,x,x,x,x,x,x,44.6,103.1,221,x
Cyprus,2005,18,18,x,x,x,x,x,x,x,x,45.2,105.5,180,x
Cyprus,2006,18,18,x,x,x,x,x,x,x,x,45.6,x,x,x
Cyprus,2011,18,18,x,x,x,x,1.7,0.7,27.9,30.8,x,x,x,x
Czech Republic,1970,18,18,x,x,24.3,66,8.5,1.1,21.2,24.3,x,x,x,x
Czech Republic,1977,18,18,x,x,49.3,95,x,x,x,x,x,x,x,x
Czech Republic,1980,18,18,x,x,x,x,8.4,1.2,21.3,24.6,x,x,x,x
Czech Republic,1985,18,18,x,x,x,x,x,x,x,x,47.3,106.2,x,x
Czech Republic,1986,18,18,x,x,x,x,x,x,x,x,47.3,106,x,x
Czech Republic,1987,18,18,x,x,x,x,x,x,x,x,47.3,105.9,x,x
Czech Republic,1988,18,18,x,x,x,x,x,x,x,x,47.4,105.9,x,x
Czech Republic,1989,18,18,x,x,x,x,x,x,x,x,47.5,105.8,x,x
Czech Republic,1990,18,18,x,x,x,x,x,x,x,x,47.5,106,x,x
Czech Republic,1991,18,18,x,x,53,78,7.3,1.5,21.9,25.2,46.9,106,20045,x
Czech Republic,1992,18,18,x,x,x,x,x,x,x,x,45.8,106,19719,x
Czech Republic,1993,18,18,x,x,44.9,68.9,x,x,x,x,44.4,105.9,19088,x
Czech Republic,1994,18,18,x,x,x,x,x,x,x,x,44.4,105.8,14341,x
Czech Republic,1995,18,18,x,x,x,x,x,x,x,x,44.2,105.7,10609,x
Czech Republic,1996,18,18,x,x,x,x,x,x,x,x,44,105.7,8139,x
Czech Republic,1997,18,18,x,x,62.6,72,x,x,x,x,44,105.6,6939,x
Czech Republic,1998,18,18,x,x,x,x,x,x,x,x,44.2,105.6,6035,x
Czech Republic,1999,18,18,x,x,x,x,x,x,x,x,44.3,105.5,5347,x
Czech Republic,2000,18,18,x,x,x,x,x,x,x,x,44.3,105.5,4468,x
Czech Republic,2001,18,18,x,x,x,x,0.8,0.2,25.8,28.6,44.3,105.3,3827,x
Czech Republic,2002,18,18,x,x,x,x,x,x,x,x,44.1,105.5,4453,x
Czech Republic,2003,18,18,x,x,x,x,x,x,x,x,44.2,105.3,3713,x
Czech Republic,2004,18,18,x,x,x,x,x,x,x,x,44.8,105.3,3659,x
Czech Republic,2005,18,18,x,x,x,x,x,x,x,x,45,105.1,3502,x
Czech Republic,2006,18,18,x,x,x,x,x,x,x,x,45.3,x,x,x
Czech Republic,2011,18,18,x,x,x,x,0.2,0,30.2,32.6,x,x,x,x
Democratic Republic of the Congo,1984,15,18,x,x,4.4,25.8,32.3,4.7,20,24.9,x,x,x,x
Democratic Republic of the Congo,1985,15,18,x,x,x,x,x,x,x,x,41.7,103.5,x,x
Democratic Republic of the Congo,1986,15,18,x,x,x,x,x,x,x,x,41.5,104.1,x,x
Democratic Republic of the Congo,1987,15,18,x,x,x,x,x,x,x,x,41.4,104.1,x,x
Democratic Republic of the Congo,1988,15,18,x,x,x,x,x,x,x,x,41.6,104.1,x,x
Democratic Republic of the Congo,1989,15,18,x,x,x,x,x,x,x,x,41.6,x,x,x
Democratic Republic of the Congo,1990,15,18,x,x,x,x,x,x,x,x,41.6,103,x,x
Democratic Republic of the Congo,1991,15,18,x,x,2.3,7.7,x,x,x,x,41.5,x,x,x
Democratic Republic of the Congo,1992,15,18,x,x,x,x,x,x,x,x,41.5,x,x,x
Democratic Republic of the Congo,1993,15,18,x,x,x,x,x,x,x,x,41.5,x,x,x
Democratic Republic of the Congo,1994,15,18,x,x,x,x,x,x,x,x,41.4,x,x,x
Democratic Republic of the Congo,1995,15,18,x,x,x,x,x,x,x,x,41.9,102.7,x,x
Democratic Republic of the Congo,1996,15,18,x,x,x,x,x,x,x,x,41.9,x,x,x
Democratic Republic of the Congo,1997,15,18,x,x,x,x,x,x,x,x,41.5,x,x,x
Democratic Republic of the Congo,1998,15,18,x,x,x,x,x,x,x,x,41.5,x,x,x
Democratic Republic of the Congo,1999,15,18,x,x,x,x,x,x,x,x,41.5,x,x,x
Democratic Republic of the Congo,2000,15,18,x,x,x,x,x,x,x,x,41.4,102.5,x,x
Democratic Republic of the Congo,2001,15,18,54.1,80.9,4.4,31.4,x,x,x,x,41.5,x,x,x
Democratic Republic of the Congo,2002,15,18,x,x,x,x,x,x,x,x,41.4,x,x,x
Democratic Republic of the Congo,2003,15,18,x,x,x,x,x,x,x,x,41.3,x,x,x
Democratic Republic of the Congo,2004,15,18,x,x,x,x,x,x,x,x,41.4,x,x,x
Democratic Republic of the Congo,2005,15,18,x,x,x,x,x,x,x,x,41.4,102.1,x,x
Democratic Republic of the Congo,2006,15,18,x,x,x,x,x,x,x,x,41.4,x,x,x
Democratic Republic of the Congo,2007,15,18,x,x,5.8,20.6,24.6,6.2,20.8,25.2,x,x,x,x
Democratic Republic of the Congo,2010,15,18,x,x,5.5,17.7,x,x,x,x,x,x,x,x
Denmark,1970,18,18,x,x,54,67,4.6,0.4,22,25.1,x,x,x,x
Denmark,1975,18,18,x,x,59.9,63,x,x,x,x,x,x,x,x
Denmark,1985,18,18,x,x,x,x,0.7,0.1,27.5,30.2,45.7,103,1866,x
Denmark,1986,18,18,x,x,x,x,x,x,x,x,45.9,102.9,1800,x
Denmark,1987,18,18,x,x,x,x,x,x,x,x,46.2,102.9,1727,x
Denmark,1988,18,18,x,x,72,78,x,x,x,x,45.7,102.9,1605,x
Denmark,1989,18,18,x,x,x,x,x,x,x,x,45.7,102.9,1656,x
Denmark,1990,18,18,x,x,x,x,x,x,x,x,46.1,102.9,1647,x
Denmark,1991,18,18,x,x,x,x,x,x,x,x,46.5,102.9,1617,x
Denmark,1992,18,18,x,x,x,x,x,x,x,x,46.7,102.8,1706,x
Denmark,1993,18,18,x,x,x,x,x,x,x,x,46.8,102.8,1549,x
Denmark,1994,18,18,x,x,x,x,x,x,x,x,45.8,102.7,1521,x
Denmark,1995,18,18,x,x,x,x,5.4,1.2,25,27.7,45.3,102.6,1388,x
Denmark,1996,18,18,x,x,x,x,x,x,x,x,45.4,102.5,1253,x
Denmark,1997,18,18,x,x,x,x,x,x,x,x,45.5,102.5,x,x
Denmark,1998,18,18,x,x,x,x,x,x,x,x,46.3,102.4,1161,x
Denmark,1999,18,18,x,x,x,x,x,x,x,x,46.2,102.4,1122,x
Denmark,2000,18,18,x,x,x,x,x,x,x,x,46.6,102.3,x,x
Denmark,2001,18,18,x,x,x,x,x,x,x,x,46.7,102.3,1424,x
Denmark,2002,18,18,x,x,x,x,x,x,x,x,46.5,102.2,908,x
Denmark,2003,18,18,x,x,x,x,x,x,x,x,46.4,102.2,854,x
Denmark,2004,18,18,x,x,x,x,x,x,x,x,46.7,102.1,827,x
Denmark,2005,18,18,x,x,x,x,0.2,0,30.8,32.8,46.9,102.1,845,x
Denmark,2006,18,18,x,x,x,x,x,x,x,x,46.9,x,x,x
Denmark,2011,18,18,x,x,x,x,0.1,0,31,32.8,x,x,x,x
Dominica,1970,16,16,x,x,x,x,1,0.3,29.6,32.5,x,x,x,x
Dominica,1981,16,16,x,x,x,x,0.4,0.2,30.8,33.3,x,x,x,x
Dominica,1982,16,16,x,x,57.5,62.3,x,x,x,x,x,x,x,x
Dominica,1985,16,16,x,x,x,x,x,x,x,x,x,x,405,x
Dominica,1986,16,16,x,x,x,x,x,x,x,x,x,x,471,x
Dominica,1987,16,16,x,x,47.9,49.8,x,x,x,x,x,x,418,x
Dominica,1988,16,16,x,x,x,x,x,x,x,x,x,x,436,x
Dominica,1989,16,16,x,x,x,x,x,x,x,x,x,x,426,x
Dominica,1990,16,16,x,x,x,x,x,x,x,x,x,100.8,x,x
Dominica,1991,16,16,x,x,x,x,0.3,0.1,31.6,35.4,x,100.8,x,x
Dominica,1992,16,16,x,x,x,x,x,x,x,x,x,99.1,x,x
Dominica,1993,16,16,x,x,x,x,x,x,x,x,x,97.5,x,x
Dominica,1994,16,16,x,x,x,x,x,x,x,x,x,95.6,x,x
Dominica,1995,16,16,x,x,x,x,x,x,x,x,x,94.1,x,x
Dominica,1996,16,16,x,x,x,x,x,x,x,x,x,94.7,x,x
Dominica,1997,16,16,x,x,x,x,x,x,x,x,x,95.6,x,x
Dominica,1998,16,16,x,x,x,x,x,x,x,x,x,96.4,x,x
Dominica,1999,16,16,x,x,x,x,x,x,x,x,x,96.4,x,x
Dominica,2000,16,16,x,x,x,x,x,x,x,x,x,100.2,x,x
Dominica,2001,16,16,x,x,x,x,0.2,0.2,32.5,36.5,x,101.2,x,x
Dominica,2002,16,16,x,x,x,x,x,x,x,x,x,98.4,x,x
Dominica,2003,16,16,x,x,x,x,x,x,x,x,x,x,x,x
Dominica,2005,16,16,x,x,x,x,x,x,x,x,x,x,142,x
Dominican Republic,1970,18,18,x,x,x,x,22.4,6,19.6,26.1,x,x,x,x
Dominican Republic,1975,18,18,x,x,26,31.8,x,x,x,x,x,x,x,x
Dominican Republic,1980,18,18,x,x,35,42,x,x,x,x,x,x,x,x
Dominican Republic,1981,18,18,x,x,x,x,20.7,4,21.8,26.3,x,x,x,x
Dominican Republic,1983,18,18,x,x,41.8,45.8,x,x,x,x,x,x,x,x
Dominican Republic,1985,18,18,x,x,x,x,x,x,x,x,27.3,97.7,x,x
Dominican Republic,1986,18,18,x,x,46.7,50,x,x,x,x,27.8,x,x,x
Dominican Republic,1987,18,18,x,x,x,x,x,x,x,x,28.2,x,x,x
Dominican Republic,1988,18,18,x,x,x,x,x,x,x,x,28.7,x,x,x
Dominican Republic,1989,18,18,x,x,x,x,x,x,x,x,29.2,x,x,x
Dominican Republic,1990,18,18,x,x,x,x,x,x,x,x,29.6,98,x,x
Dominican Republic,1991,18,18,x,x,51.7,56.4,x,x,x,x,30.1,x,x,x
Dominican Republic,1992,18,18,x,x,x,x,x,x,x,x,30.5,x,x,x
Dominican Republic,1993,18,18,x,x,x,x,21.9,4.3,22.5,26,31,105.4,x,x
Dominican Republic,1994,18,18,x,x,x,x,x,x,x,x,31.2,x,x,x
Dominican Republic,1995,18,18,x,x,x,x,x,x,x,x,31.5,98.4,x,x
Dominican Republic,1996,18,18,x,x,59.2,63.7,x,x,x,x,31.9,x,x,x
Dominican Republic,1997,18,18,x,x,x,x,x,x,x,x,32.4,x,x,x
Dominican Republic,1998,18,18,x,x,x,x,x,x,x,x,33,x,x,x
Dominican Republic,1999,18,18,x,x,64.2,69.2,x,x,x,x,33.5,x,x,x
Dominican Republic,2000,18,18,x,x,62.5,64.7,x,x,x,x,33.9,98.8,x,x
Dominican Republic,2001,18,18,x,x,x,x,x,x,x,x,34.1,x,x,x
Dominican Republic,2002,18,18,87.2,86.8,65.4,69.8,22.1,4.1,21.9,26.1,34.4,100.8,x,x
Dominican Republic,2003,18,18,x,x,x,x,x,x,x,x,34.4,x,x,x
Dominican Republic,2004,18,18,x,x,x,x,x,x,x,x,35.5,x,x,x
Dominican Republic,2005,18,18,x,x,x,x,x,x,x,x,36.1,99.3,x,x
Dominican Republic,2006,18,18,x,x,60,61.3,x,x,x,x,36.6,x,x,x
Dominican Republic,2007,18,18,x,x,69.5,72.9,26.7,4.6,21,25.4,x,x,x,x
Ecuador,1974,18,18,x,x,x,x,19.5,3.9,21.2,25,x,x,x,x
Ecuador,1980,18,18,x,x,25.8,33.6,x,x,x,x,x,x,x,x
Ecuador,1982,18,18,x,x,32.9,39.9,19,4.2,21.4,24.8,x,x,x,x
Ecuador,1985,18,18,x,x,x,x,x,x,x,x,24.2,98.8,x,x
Ecuador,1986,18,18,x,x,x,x,x,x,x,x,24.9,x,x,x
Ecuador,1987,18,18,x,x,35.8,44.3,x,x,x,x,25.6,x,x,x
Ecuador,1988,18,18,x,x,x,x,x,x,x,x,26.3,x,x,x
Ecuador,1989,18,18,x,x,41.6,52.9,x,x,x,x,27,x,x,x
Ecuador,1990,18,18,86.2,90.5,x,x,18,4.5,22,25.2,27.8,98.9,x,x
Ecuador,1991,18,18,x,x,x,x,x,x,x,x,29.4,x,x,x
Ecuador,1992,18,18,x,x,x,x,x,x,x,x,31.1,99,x,x
Ecuador,1993,18,18,x,x,x,x,x,x,x,x,32.8,x,x,x
Ecuador,1994,18,18,x,x,45.9,56.8,x,x,x,x,34.4,99,x,x
Ecuador,1995,18,18,x,x,x,x,x,x,x,x,36,99,x,x
Ecuador,1996,18,18,x,x,x,x,x,x,x,x,37.6,99,x,x
Ecuador,1997,18,18,x,x,x,x,x,x,x,x,37.6,99,x,x
Ecuador,1998,18,18,x,x,x,x,x,x,x,x,38.8,99.1,x,x
Ecuador,1999,18,18,x,x,51.4,65.8,x,x,x,x,39.6,99.1,x,x
Ecuador,2000,18,18,x,x,x,x,x,x,x,x,40.5,99.2,x,x
Ecuador,2001,18,18,89.7,92.3,x,x,22,7,21.5,24.6,41.3,99.2,x,x
Ecuador,2002,18,18,x,x,x,x,x,x,x,x,39.6,99.2,x,x
Ecuador,2003,18,18,x,x,x,x,x,x,x,x,40,99.3,x,x
Ecuador,2004,18,18,x,x,58.7,72.7,x,x,x,x,41.9,99.3,x,x
Ecuador,2005,18,18,x,x,x,x,x,x,x,x,42.4,99.4,x,x
Ecuador,2006,18,18,x,x,x,x,x,x,x,x,42.9,x,x,x
Ecuador,2010,18,18,x,x,x,x,21.9,6.6,21.8,25,x,x,x,x
Egypt,1975,16,18,x,x,22.4,24.9,x,x,x,x,x,x,x,x
Egypt,1976,16,18,x,x,x,x,21.8,3.8,20.6,23.7,x,x,x,x
Egypt,1980,16,18,x,x,29.7,31.4,x,x,x,x,x,x,x,x
Egypt,1984,16,18,x,x,28.7,30.3,x,x,x,x,x,x,x,x
Egypt,1985,16,18,x,x,x,x,x,x,x,x,23,98.7,48651,x
Egypt,1986,16,18,31.4,57,x,x,20.7,10.4,20.8,23.6,24.1,95.3,45377,x
Egypt,1987,16,18,x,x,x,x,x,x,x,x,25.5,x,42706,x
Egypt,1988,16,18,x,x,35.4,37.8,x,x,x,x,27,x,43572,x
Egypt,1989,16,18,x,x,x,x,x,x,x,x,28.4,x,39357,x
Egypt,1990,16,18,x,x,x,x,x,x,x,x,26.4,98.6,35630,x
Egypt,1991,16,18,x,x,44.3,47.6,x,x,x,x,23.4,95.5,36902,x
Egypt,1992,16,18,x,x,44.8,47.1,x,x,x,x,22.8,95.3,34092,x
Egypt,1993,16,18,x,x,x,x,x,x,x,x,23.2,95.2,34563,x
Egypt,1994,16,18,x,x,x,x,x,x,x,x,23.6,95.1,37654,x
Egypt,1995,16,18,x,x,51.8,54.5,x,x,x,x,22.8,99,39110,x
Egypt,1996,16,18,43.6,67.2,x,x,14.5,2.1,22.3,27,22.2,95.4,41366,x
Egypt,1997,16,18,x,x,x,x,x,x,x,x,21.7,95.5,49767,x
Egypt,1998,16,18,x,x,49.5,51.7,x,x,x,x,21.1,95.5,55849,x
Egypt,1999,16,18,x,x,x,x,x,x,x,x,21.6,95.4,58512,x
Egypt,2000,16,18,x,x,53.9,56.1,x,x,x,x,21.8,99.3,x,x
Egypt,2001,16,18,x,x,x,x,x,x,x,x,22.2,94.6,x,x
Egypt,2002,16,18,x,x,x,x,x,x,x,x,22.5,x,x,x
Egypt,2003,16,18,x,x,56.6,60,x,x,x,x,22.7,x,x,x
Egypt,2004,16,18,x,x,x,x,x,x,x,x,21.8,x,x,x
Egypt,2005,16,18,59.4,83,56.5,59.2,x,x,x,x,21.8,99.7,x,x
Egypt,2006,16,18,x,x,x,x,11.7,0.8,22,26.9,21.8,x,x,x
Egypt,2008,16,18,x,x,57.6,60.3,13.5,x,22.7,x,x,x,x,x
El Salvador,1971,18,18,x,x,x,x,20.4,3.4,19,24.7,x,x,x,x
El Salvador,1975,18,18,x,x,20,21.6,x,x,x,x,x,x,x,x
El Salvador,1978,18,18,x,x,32.3,34.4,x,x,x,x,x,x,x,x
El Salvador,1985,18,18,x,x,44.5,47.3,30,x,20,x,37.6,103.3,27815,x
El Salvador,1986,18,18,x,x,x,x,x,x,x,x,38.4,104.3,28617,x
El Salvador,1987,18,18,x,x,x,x,x,x,x,x,39.1,103.6,28815,x
El Salvador,1988,18,18,x,x,43.5,47.1,x,x,x,x,39.8,104.4,29756,x
El Salvador,1989,18,18,x,x,x,x,x,x,x,x,40.5,103.8,30169,x
El Salvador,1990,18,18,x,x,x,x,x,x,x,x,41.2,104.3,30198,x
El Salvador,1991,18,18,x,x,x,x,x,x,x,x,41.2,103.9,31041,x
El Salvador,1992,18,18,71.3,77.4,x,x,15.9,4.5,22.3,25.3,34.9,103.9,31117,x
El Salvador,1993,18,18,x,x,48.4,53.3,x,x,x,x,36,x,33424,x
El Salvador,1994,18,18,x,x,x,x,x,x,x,x,36.7,x,35634,x
El Salvador,1995,18,18,x,x,x,x,x,x,x,x,35.8,104.3,36164,x
El Salvador,1996,18,18,x,x,x,x,x,x,x,x,35.6,104.1,37645,x
El Salvador,1997,18,18,x,x,x,x,x,x,x,x,35.8,104,36765,x
El Salvador,1998,18,18,x,x,54.1,59.7,x,x,x,x,37.6,103.9,35156,x
El Salvador,1999,18,18,x,x,x,x,x,x,x,x,38,103.8,33226,x
El Salvador,2000,18,18,x,x,x,x,x,x,x,x,38.1,103.9,32009,x
El Salvador,2001,18,18,x,x,x,x,x,x,x,x,38.2,103.6,28993,x
El Salvador,2002,18,18,x,x,x,x,21.8,x,22,x,38.4,103.6,26728,x
El Salvador,2003,18,18,x,x,61,67.3,x,x,x,x,38.5,103.5,25566,x
El Salvador,2004,18,18,79.2,82.1,x,x,x,x,x,x,39.7,103.4,x,x
El Salvador,2005,18,18,x,x,x,x,x,x,x,x,40.3,103.9,23191,x
El Salvador,2006,18,18,x,x,x,x,x,x,x,x,40.8,x,x,x
El Salvador,2007,18,18,x,x,x,x,17,5.7,22.5,25.5,x,x,x,x
El Salvador,2008,18,18,x,x,65.9,72.5,x,x,x,x,x,x,x,x
Equatorial Guinea,1983,12,12,x,x,x,x,26.3,2.1,21.7,26.9,x,x,x,x
Equatorial Guinea,1985,12,12,x,x,x,x,x,x,x,x,35,103.6,x,x
Equatorial Guinea,1986,12,12,x,x,x,x,x,x,x,x,35.2,x,x,x
Equatorial Guinea,1987,12,12,x,x,x,x,x,x,x,x,35.6,x,x,x
Equatorial Guinea,1988,12,12,x,x,x,x,x,x,x,x,35.3,x,x,x
Equatorial Guinea,1989,12,12,x,x,x,x,x,x,x,x,35.6,x,x,x
Equatorial Guinea,1990,12,12,x,x,x,x,x,x,x,x,35.5,103.3,x,x
