United States of America,1980,x,x,x,x,x,x,9.2,3,23.3,25.2,x
United States of America,1982,x,x,x,x,64,69.5,x,x,x,x,x
United States of America,1985,18,18,x,x,x,x,x,x,x,x,477705.0
United States of America,1986,18,18,x,x,x,x,x,x,x,x,472081.0
United States of America,1987,18,18,x,x,x,x,x,x,x,x,472623.0
United States of America,1988,18,18,x,x,69.1,74.3,x,x,x,x,488941.0
United States of America,1989,18,18,x,x,x,x,x,x,x,x,517989.0
United States of America,1990,x,x,x,x,66.6,70.7,5.7,2.3,25.4,27.6,x
United States of America,1991,18,18,x,x,x,x,x,x,x,x,531591.0
United States of America,1993,18,18,x,x,x,x,x,x,x,x,513647.0
United States of America,1994,18,18,x,x,x,x,x,x,x,x,518389.0
United States of America,1995,18,18,x,x,70.5,76.4,x,x,x,x,512115.0
United States of America,1996,18,18,x,x,x,x,x,x,x,x,502725.0
United States of America,1997,18,18,x,x,x,x,x,x,x,x,493341.0
United States of America,1998,18,18,x,x,x,x,x,x,x,x,494357.0
United States of America,1999,18,18,x,x,x,x,x,x,x,x,485104.0
United States of America,2000,18,18,x,x,x,x,5.9,4.3,26,27.8,477509.0
United States of America,2001,18,18,x,x,x,x,x,x,x,x,453725.0
United States of America,2002,18,18,x,x,68.1,72.8,x,x,x,x,432808.0
United States of America,2003,18,18,x,x,x,x,x,x,x,x,414580.0
United States of America,2004,18,18,x,x,x,x,x,x,x,x,422043.0
United States of America,2005,18,18,x,x,x,x,x,x,x,x,421000.0
United States of America,2006,x,x,x,x,73,78.6,x,x,x,x,x
United States of America,2009,x,x,x,x,x,x,2.8,1.5,26.9,28.8,x
Uruguay,1975,x,x,x,x,x,x,12.4,1.9,22.5,25.4,x
Uruguay,1985,18,18,95.9,94.8,x,x,11.3,2,22.9,25.2,6588.0
Uruguay,1986,18,18,x,x,72.4,83,x,x,x,x,6828.0
Uruguay,1987,18,18,x,x,x,x,x,x,x,x,7308.0
Uruguay,1988,18,18,x,x,x,x,x,x,x,x,7885.0
Uruguay,1993,18,18,x,x,x,x,x,x,x,x,8703.0
Uruguay,1996,18,18,97.3,96.2,x,x,12.8,3.5,23.3,25.6,9734.0
Uruguay,1997,18,18,x,x,x,x,x,x,x,x,9794.0
Uruguay,1998,18,18,x,x,x,x,x,x,x,x,7974.0
Uruguay,1999,18,18,x,x,x,x,x,x,x,x,8875.0
Uruguay,2000,18,18,x,x,x,x,x,x,x,x,8475.0
Uruguay,2001,18,18,x,x,x,x,x,x,x,x,8561.0
Uruguay,2002,18,18,x,x,x,x,x,x,x,x,8433.0
Uruguay,2003,18,18,x,x,x,x,x,x,x,x,x
Uruguay,2004,18,18,x,x,74.8,77,x,x,x,x,7611.0
Uruguay,2005,18,18,x,x,x,x,x,x,x,x,7764.0
Uruguay,2011,x,x,x,x,x,x,11.3,3.3,24.8,27,x
Uzbekistan,1979,x,x,x,x,x,x,13.4,2.2,20.3,22.5,x
Uzbekistan,1989,17,18,x,x,x,x,11.1,1.3,20.3,22.4,42133.0
Uzbekistan,1993,17,18,x,x,x,x,x,x,x,x,73837.0
Uzbekistan,1994,17,18,x,x,x,x,x,x,x,x,71906.0
Uzbekistan,1995,17,18,x,x,x,x,x,x,x,x,67259.0
Uzbekistan,1996,17,18,x,x,51.3,55.6,13,x,20.6,x,65885.0
Uzbekistan,1997,17,18,x,x,x,x,x,x,x,x,58847.0
Uzbekistan,1999,17,18,x,x,x,x,x,x,x,x,34091.0
Uzbekistan,2000,17,18,x,x,62.5,67.2,x,x,x,x,28179.0
Uzbekistan,2002,x,x,x,x,60,67.7,x,x,x,x,x
Uzbekistan,2006,17,18,x,x,59.3,64.9,x,x,x,x,x
Vanuatu,1967,x,x,x,x,x,x,17.6,1.2,21,26.4,x
Vanuatu,1979,x,x,x,x,x,x,14.1,2.6,22,25.8,x
Vanuatu,1984,x,x,x,x,20.8,24.4,x,x,x,x,x
Vanuatu,1989,x,x,x,x,x,x,11.9,2.4,22.6,25.3,x
Vanuatu,1995,x,x,x,x,32.1,39,x,x,x,x,x
Vanuatu,2007,16,18,x,x,36.8,38.4,x,x,x,x,x
Venezuela,1985,14,16,x,x,x,x,x,x,x,x,79569.0
Venezuela,1986,14,16,x,x,x,x,x,x,x,x,93445.0
Venezuela,1987,14,16,x,x,x,x,x,x,x,x,94972.0
Venezuela,1988,14,16,x,x,x,x,x,x,x,x,97062.0
Venezuela,1989,14,16,x,x,x,x,x,x,x,x,95928.0
Venezuela,1990,14,16,89,90.7,x,x,x,x,x,x,105128.0
Venezuela,1991,14,16,x,x,x,x,x,x,x,x,108734.0
Venezuela,1992,14,16,x,x,x,x,x,x,x,x,103643.0
Venezuela,1993,14,16,x,x,x,x,x,x,x,x,100118.0
Venezuela,1994,14,16,x,x,x,x,x,x,x,x,107694.0
Venezuela,1995,14,16,x,x,x,x,x,x,x,x,102445.0
Venezuela,1996,14,16,x,x,x,x,x,x,x,x,98899.0
Venezuela,1997,14,16,x,x,x,x,x,x,x,x,83208.0
Venezuela,1998,14,16,x,x,x,x,x,x,x,x,103880.0
Venezuela,1999,14,16,x,x,x,x,x,x,x,x,114974.0
Venezuela,2000,14,16,x,x,x,x,x,x,x,x,116516.0
Venezuela,2001,14,16,92.7,93.3,x,x,x,x,x,x,111769.0
Venezuela,2002,14,16,x,x,x,x,x,x,x,x,105210.0
Venezuela,2005,14,16,x,x,x,x,x,x,x,x,150093.0
Venezuela,2006,14,16,x,x,x,x,x,x,x,x,x
Venezuela (Bolivarian Republic of),1971,x,x,x,x,x,x,16.1,2.6,20.1,25.6,x
Venezuela (Bolivarian Republic of),1977,x,x,x,x,46.1,60.3,x,x,x,x,x
Venezuela (Bolivarian Republic of),1981,x,x,x,x,x,x,18.9,5,21.3,25,x
Venezuela (Bolivarian Republic of),1990,x,x,x,x,x,x,17.8,5.5,22.1,25.4,x
Venezuela (Bolivarian Republic of),1993,x,x,x,x,54.5,58,x,x,x,x,x
Venezuela (Bolivarian Republic of),1998,x,x,x,x,61.7,70.3,x,x,x,x,x
Venezuela (Bolivarian Republic of),2001,x,x,x,x,x,x,17.1,5.1,22.7,26,x
Viet Nam,1988,x,x,x,x,37.7,53.2,x,x,x,x,x
Viet Nam,1989,x,x,x,x,x,x,11.4,4.5,23.1,24.4,x
Viet Nam,1994,x,x,x,x,43.8,65,x,x,x,x,x
Viet Nam,1997,x,x,x,x,55.8,75.3,x,x,x,x,x
Viet Nam,1998,x,x,x,x,57.9,71.9,x,x,x,x,x
Viet Nam,1999,x,x,x,x,x,x,9.3,2.3,22.7,25.2,x
Viet Nam,2000,x,x,x,x,61.1,72.7,x,x,x,x,x
Viet Nam,2001,x,x,x,x,61.1,73.9,x,x,x,x,x
Viet Nam,2002,x,x,x,x,64.7,76.9,4.2,x,23.2,x,x
Viet Nam,2003,x,x,x,x,63.5,75.3,x,x,x,x,x
Viet Nam,2004,x,x,x,x,64.6,75.7,x,x,x,x,x
Viet Nam,2005,x,x,x,x,65.7,76.8,x,x,x,x,x
Viet Nam,2006,x,x,x,x,67.1,78,x,x,x,x,x
Viet Nam,2007,x,x,x,x,68.2,79,6.2,1.8,23.3,26.6,x
Viet Nam,2008,x,x,x,x,68.8,79.5,x,x,x,x,x
Viet Nam,2009,x,x,x,x,x,x,9.9,2.6,22.7,26.2,x
Viet Nam,2010,x,x,x,x,59.8,77.8,x,x,x,x,x
Vietnam,1989,x,x,82.8,93,x,x,x,x,x,x,x
Vietnam,1999,x,x,86.9,93.9,x,x,x,x,x,x,x
Vietnam,2003,18,20,x,x,x,x,x,x,x,x,x
Wallis and Futuna Islands,1976,x,x,x,x,x,x,8.4,1.8,25.1,27,x
Wallis and Futuna Islands,1983,x,x,x,x,x,x,5.3,1,22.9,26.2,x
Wallis and Futuna Islands,1990,x,x,x,x,x,x,2.9,0.1,23.4,28.5,x
Wallis and Futuna Islands,1996,x,x,x,x,x,x,2.1,0.2,24.3,28.4,15.0
Wallis and Futuna Islands,1997,x,x,x,x,x,x,x,x,x,x,10.0
Wallis and Futuna Islands,1998,x,x,x,x,x,x,x,x,x,x,11.0
Wallis and Futuna Islands,1999,x,x,x,x,x,x,x,x,x,x,14.0
Wallis and Futuna Islands,2000,x,x,x,x,x,x,x,x,x,x,14.0
Wallis and Futuna Islands,2001,x,x,x,x,x,x,x,x,x,x,8.0
Wallis and Futuna Islands,2002,x,x,x,x,x,x,x,x,x,x,6.0
Wallis and Futuna Islands,2003,x,x,x,x,x,x,x,x,x,x,8.0
Wallis and Futuna Islands,2004,x,x,x,x,x,x,x,x,x,x,11.0
Wallis and Futuna Islands,2005,x,x,x,x,x,x,x,x,x,x,10.0
Western Sahara,1970,x,x,x,x,x,x,60.6,1.3,18,25.3,x
Yemen,1979,x,x,x,x,1.6,1.7,x,x,x,x,x
Yemen,1991,x,x,x,x,x,x,24.7,x,20.8,x,x
Yemen,1992,x,x,x,x,6.1,9.7,x,x,x,x,x
Yemen,1994,x,x,17.1,56.7,x,x,23.9,4.4,20.8,24.8,x
Yemen,1997,x,x,x,x,9.8,20.8,26.9,x,20.7,x,x
Yemen,2002,15,15,x,x,x,x,x,x,x,x,x
Yemen,2003,x,x,x,x,13.4,23.1,17.2,3.1,22.2,25.4,x
Yemen,2004,x,x,34.7,73.1,x,x,x,x,x,x,x
Yemen,2006,x,x,x,x,19.2,27.7,x,x,x,x,x
Zambia,1969,x,x,x,x,x,x,41.3,2.7,18.2,24.5,x
Zambia,1980,x,x,x,x,x,x,31.6,2,19.4,25.1,x
Zambia,1990,x,x,57.4,73,x,x,23.9,2,21.2,25.9,x
Zambia,1992,x,x,x,x,8.9,15.2,x,x,x,x,x
Zambia,1997,x,x,x,x,14.4,25.9,x,x,x,x,x
Zambia,1999,x,x,59.8,76.3,17.6,22,x,x,x,x,x
Zambia,2000,x,x,x,x,x,x,28.3,4.2,20.9,25.4,x
Zambia,2002,x,x,x,x,22.6,34.2,x,x,x,x,x
Zambia,2003,21,21,x,x,x,x,x,x,x,x,x
Zambia,2007,x,x,x,x,26.5,40.8,19.4,1.2,21.1,25.5,x
Zimbabwe,1982,x,x,x,x,x,x,26.1,2,20.3,25.2,x
Zimbabwe,1984,x,x,x,x,26.6,38.4,x,x,x,x,x
Zimbabwe,1989,x,x,x,x,36.1,43.1,x,x,x,x,x
Zimbabwe,1992,x,x,78.5,88.9,x,x,20.8,1.8,21.3,26.1,x
Zimbabwe,1994,x,x,x,x,42.2,48.1,x,x,x,x,x
Zimbabwe,1999,x,x,x,x,49.5,53.5,22.7,0.7,21,25.7,x
Zimbabwe,2002,x,x,x,x,x,x,21.1,1.8,21.4,25.8,x
Zimbabwe,2004,x,x,86.2,92.7,x,x,x,x,x,x,x
Zimbabwe,2005,x,x,x,x,57.9,60.2,x,x,x,x,x
Zimbabwe,2010,x,x,x,x,x,x,25.9,1.1,20.6,25.5,x
Zimbabwe,2011,x,x,x,x,57.1,58.5,x,x,x,x,x
