Country or Area,Year,Area,Sex,Age of mother,Record Type,Reliability,Source Year,Value,Value Footnotes
Costa Rica,2000,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2002,1675,
Costa Rica,2000,Total,Both Sexes,45 +,Data tabulated by year of occurrence,"Final figure, complete",2002,123,
Costa Rica,2000,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2002,279,
Costa Rica,1999,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1999,78526,
Costa Rica,1999,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1999,597,
Costa Rica,1999,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1999,15444,
Costa Rica,1999,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1999,22540,
Costa Rica,1999,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1999,18322,
Costa Rica,1999,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1999,12872,
Costa Rica,1999,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1999,6568,
Costa Rica,1999,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1999,1669,
Costa Rica,1999,Total,Both Sexes,45 +,Data tabulated by year of occurrence,"Final figure, complete",1999,106,
Costa Rica,1999,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1999,408,
Costa Rica,1997,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1998,78018,
Costa Rica,1997,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1998,526,
Costa Rica,1997,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1998,14723,
Costa Rica,1997,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1998,21477,
Costa Rica,1997,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1998,18736,
Costa Rica,1997,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1998,13682,
Costa Rica,1997,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1998,6621,
Costa Rica,1997,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1998,1822,
Costa Rica,1997,Total,Both Sexes,45 +,Data tabulated by year of occurrence,"Final figure, complete",1998,105,
Costa Rica,1997,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1998,326,
Costa Rica,1996,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1997,79203,
Costa Rica,1996,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1997,538,
Costa Rica,1996,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1997,14416,
Costa Rica,1996,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1997,21919,
Costa Rica,1996,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1997,19470,
Costa Rica,1996,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1997,13749,
Costa Rica,1996,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1997,6839,
Costa Rica,1996,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1997,1749,
Costa Rica,1996,Total,Both Sexes,45 +,Data tabulated by year of occurrence,"Final figure, complete",1997,122,
Costa Rica,1996,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1997,401,
Costa Rica,1995,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1996,80306,
Costa Rica,1995,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1996,564,
Costa Rica,1995,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1996,14196,
Costa Rica,1995,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1996,22137,
Costa Rica,1995,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1996,20125,
Costa Rica,1995,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1996,14042,
Costa Rica,1995,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1996,6862,
Costa Rica,1995,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1996,1797,
Costa Rica,1995,Total,Both Sexes,45 +,Data tabulated by year of occurrence,"Final figure, complete",1996,128,
Costa Rica,1995,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1996,455,
Costa Rica,1994,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1995,80391,
Costa Rica,1994,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1995,501,
Costa Rica,1994,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1995,13838,
Costa Rica,1994,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1995,22466,
Costa Rica,1994,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1995,20544,
Costa Rica,1994,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1995,13832,
Costa Rica,1994,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1995,6882,
Costa Rica,1994,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1995,1781,
Costa Rica,1994,Total,Both Sexes,45 +,Data tabulated by year of occurrence,"Final figure, complete",1995,130,
Costa Rica,1994,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1995,417,
Costa Rica,1991,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1992,81100,
Costa Rica,1991,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1992,431,
Costa Rica,1991,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1992,12708,
Costa Rica,1991,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1992,23674,
Costa Rica,1991,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1992,21249,
Costa Rica,1991,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1992,13764,
Costa Rica,1991,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1992,6718,
Costa Rica,1991,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1992,1816,
Costa Rica,1991,Total,Both Sexes,45 +,Data tabulated by year of occurrence,"Final figure, complete",1992,151,
Costa Rica,1991,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1992,589,
Costa Rica,1990,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1991,81939,
Costa Rica,1990,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1991,360,
Costa Rica,1990,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1991,12578,
Costa Rica,1990,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1991,24151,
Costa Rica,1990,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1991,21853,
Costa Rica,1990,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1991,13959,
Costa Rica,1990,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1991,6674,
Costa Rica,1990,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1991,1791,
Costa Rica,1990,Total,Both Sexes,45 +,Data tabulated by year of occurrence,"Final figure, complete",1991,150,
Costa Rica,1990,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1991,423,
Costa Rica,1989,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1991,83460,
Costa Rica,1989,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1991,365,
Costa Rica,1989,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1991,13138,
Costa Rica,1989,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1991,25324,
Costa Rica,1989,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1991,21897,
Costa Rica,1989,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1991,13879,
Costa Rica,1989,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1991,6618,
Costa Rica,1989,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1991,1670,
Costa Rica,1989,Total,Both Sexes,45 +,Data tabulated by year of occurrence,"Final figure, complete",1991,139,
Costa Rica,1989,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1991,430,
Costa Rica,1988,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1991,81376,
Costa Rica,1988,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1991,302,
Costa Rica,1988,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1991,13049,
Costa Rica,1988,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1991,25415,
Costa Rica,1988,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1991,21169,
Costa Rica,1988,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1991,12992,
Costa Rica,1988,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1991,6204,
Costa Rica,1988,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1991,1600,
Costa Rica,1988,Total,Both Sexes,45 +,Data tabulated by year of occurrence,"Final figure, complete",1991,144,
Costa Rica,1988,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1991,501,
Costa Rica,1987,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1991,80326,
Costa Rica,1987,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1991,357,
Costa Rica,1987,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1991,13028,
Costa Rica,1987,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1991,25325,
Costa Rica,1987,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1991,20500,
Costa Rica,1987,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1991,12637,
Costa Rica,1987,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1991,6116,
Costa Rica,1987,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1991,1672,
Costa Rica,1987,Total,Both Sexes,45 +,Data tabulated by year of occurrence,"Final figure, complete",1991,133,
Costa Rica,1987,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1991,558,
Croatia,2005,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2006,42492,
Croatia,2005,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2006,6,
Croatia,2005,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2006,1886,
Croatia,2005,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2006,9929,
Croatia,2005,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2006,14965,
Croatia,2005,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2006,10672,
Croatia,2005,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2006,4208,
Croatia,2005,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2006,740,
Croatia,2005,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2006,44,
Croatia,2005,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2006,2,
Croatia,2005,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2006,40,
Croatia,2004,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2005,40307,
Croatia,2004,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2005,11,
Croatia,2004,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2005,1889,
Croatia,2004,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2005,9989,
Croatia,2004,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2005,14034,
Croatia,2004,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2005,9740,
Croatia,2004,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2005,3838,
Croatia,2004,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2005,747,
Croatia,2004,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2005,22,
Croatia,2004,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2005,37,
Croatia,2003,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2004,39668,
Croatia,2003,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2004,5,
Croatia,2003,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2004,1972,
Croatia,2003,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2004,10158,
Croatia,2003,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2004,13843,
Croatia,2003,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2004,9318,
Croatia,2003,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2004,3617,
Croatia,2003,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2004,692,
Croatia,2003,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2004,27,
Croatia,2003,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2004,1,
Croatia,2003,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2004,35,
Croatia,2002,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2003,40094,
Croatia,2002,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2003,11,
Croatia,2002,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2003,2138,
Croatia,2002,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2003,10539,
Croatia,2002,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2003,13997,
Croatia,2002,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2003,8951,
Croatia,2002,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2003,3606,
Croatia,2002,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2003,766,
Croatia,2002,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2003,33,
Croatia,2002,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2003,53,
Croatia,2001,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2002,40993,
Croatia,2001,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2002,8,
Croatia,2001,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2002,2246,
Croatia,2001,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2002,10788,
Croatia,2001,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2002,14206,
Croatia,2001,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2002,9108,
Croatia,2001,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2002,3806,
Croatia,2001,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2002,712,
Croatia,2001,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2002,35,
Croatia,2001,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2002,2,
Croatia,2001,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2002,82,
Croatia,2000,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2001,43746,
Croatia,2000,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2001,11,
Croatia,2000,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2001,2296,
Croatia,2000,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2001,11933,
Croatia,2000,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2001,14772,
Croatia,2000,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2001,9792,
Croatia,2000,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2001,4004,
Croatia,2000,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2001,801,
Croatia,2000,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2001,38,
Croatia,2000,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2001,99,
Croatia,1998,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1999,47068,
Croatia,1998,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1999,10,
Croatia,1998,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1999,2458,
Croatia,1998,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1999,13045,
Croatia,1998,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1999,15795,
Croatia,1998,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1999,10584,
Croatia,1998,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1999,4285,
Croatia,1998,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1999,766,
Croatia,1998,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1999,42,
Croatia,1998,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1999,83,
Croatia,1997,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1998,55501,
Croatia,1997,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1998,13,
Croatia,1997,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1998,2816,
Croatia,1997,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1998,14550,
Croatia,1997,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1998,17282,
Croatia,1997,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1998,11763,
Croatia,1997,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1998,4777,
Croatia,1997,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1998,884,
Croatia,1997,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1998,32,
Croatia,1997,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1998,1,
Croatia,1997,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1998,3383,
Croatia,1996,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1997,53811,
Croatia,1996,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1997,12,
Croatia,1996,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1997,2978,
Croatia,1996,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1997,14782,
Croatia,1996,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1997,16954,
Croatia,1996,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1997,10852,
Croatia,1996,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1997,4361,
Croatia,1996,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1997,803,
Croatia,1996,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1997,28,
Croatia,1996,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1997,4,
Croatia,1996,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1997,3037,
Croatia,1995,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1997,50182,
Croatia,1995,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1997,8,
Croatia,1995,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1997,2837,
Croatia,1995,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1997,14419,
Croatia,1995,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1997,16370,
Croatia,1995,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1997,9716,
Croatia,1995,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1997,3648,
Croatia,1995,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1997,685,
Croatia,1995,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1997,36,
Croatia,1995,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1997,6,
Croatia,1995,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1997,2457,
Croatia,1994,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1995,48584,
Croatia,1994,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1995,16,
Croatia,1994,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1995,3020,
Croatia,1994,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1995,14526,
Croatia,1994,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1995,16178,
Croatia,1994,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1995,9212,
Croatia,1994,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1995,3326,
Croatia,1994,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1995,654,
Croatia,1994,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1995,25,
Croatia,1994,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1995,2,
Croatia,1994,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1995,1625,
Croatia,1993,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1994,48535,
Croatia,1993,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1994,15,
Croatia,1993,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1994,3143,
Croatia,1993,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1994,14894,
Croatia,1993,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1994,16476,
Croatia,1993,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1994,9077,
Croatia,1993,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1994,3187,
Croatia,1993,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1994,597,
Croatia,1993,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1994,17,
Croatia,1993,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1994,1,
Croatia,1993,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1994,1128,
Croatia,1992,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1993,46970,
Croatia,1992,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1993,12,
Croatia,1992,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1993,3373,
Croatia,1992,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1993,15507,
Croatia,1992,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1993,15135,
Croatia,1992,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1993,8036,
Croatia,1992,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1993,2982,
Croatia,1992,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1993,554,
Croatia,1992,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1993,19,
Croatia,1992,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1993,4,
Croatia,1992,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1993,1348,
Croatia,1991,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1992,51829,
Croatia,1991,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1992,19,
Croatia,1991,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1992,4014,
Croatia,1991,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1992,18258,
Croatia,1991,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1992,17391,
Croatia,1991,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1992,8595,
Croatia,1991,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1992,2800,
Croatia,1991,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1992,475,
Croatia,1991,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1992,20,
Croatia,1991,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1992,3,
Croatia,1991,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1992,254,
Croatia,1990,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1993,55409,
Croatia,1990,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1993,16,
Croatia,1990,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1993,4375,
Croatia,1990,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1993,20543,
Croatia,1990,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1993,18161,
