Country or Area,Year,Area,Sex,Age of mother,Record Type,Reliability,Source Year,Value,Value Footnotes
Kyrgyzstan,1988,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1993,48859,
Kyrgyzstan,1988,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1993,42184,
Kyrgyzstan,1988,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1993,22268,
Kyrgyzstan,1988,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1993,9250,
Kyrgyzstan,1988,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1993,1934,
Kyrgyzstan,1988,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1993,374,
Kyrgyzstan,1988,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1993,141,
Kyrgyzstan,1988,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1993,325,
Kyrgyzstan,1987,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1993,136588,
Kyrgyzstan,1987,Total,Both Sexes,0 - 19,Data tabulated by year of occurrence,"Final figure, complete",1993,8447,
Kyrgyzstan,1987,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1993,50232,
Kyrgyzstan,1987,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1993,43077,
Kyrgyzstan,1987,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1993,22428,
Kyrgyzstan,1987,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1993,9696,
Kyrgyzstan,1987,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1993,1885,
Kyrgyzstan,1987,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1993,527,
Kyrgyzstan,1987,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1993,73,
Kyrgyzstan,1987,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1993,223,
Kyrgyzstan,1986,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1993,133728,
Kyrgyzstan,1986,Total,Both Sexes,0 - 19,Data tabulated by year of occurrence,"Final figure, complete",1993,8172,
Kyrgyzstan,1986,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1993,50643,
Kyrgyzstan,1986,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1993,41549,
Kyrgyzstan,1986,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1993,21371,
Kyrgyzstan,1986,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1993,9316,
Kyrgyzstan,1986,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1993,1798,
Kyrgyzstan,1986,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1993,630,
Kyrgyzstan,1986,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1993,79,
Kyrgyzstan,1986,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1993,170,
Kyrgyzstan,1985,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1992,128460,
Kyrgyzstan,1985,Total,Both Sexes,0 - 19,Data tabulated by year of occurrence,"Final figure, complete",1992,7893,
Kyrgyzstan,1985,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1992,50242,
Kyrgyzstan,1985,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1992,39325,
Kyrgyzstan,1985,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1992,20114,
Kyrgyzstan,1985,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1992,8129,
Kyrgyzstan,1985,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1992,1839,
Kyrgyzstan,1985,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1992,706,
Kyrgyzstan,1985,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1992,87,
Kyrgyzstan,1985,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1992,125,
Latvia,2005,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2006,21497,
Latvia,2005,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2006,0,
Latvia,2005,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2006,1429,
Latvia,2005,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2006,5848,
Latvia,2005,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2006,6612,
Latvia,2005,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2006,4871,
Latvia,2005,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2006,2202,
Latvia,2005,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2006,495,
Latvia,2005,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2006,34,
Latvia,2005,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2006,0,
Latvia,2005,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2006,6,
Latvia,2004,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2005,20334,
Latvia,2004,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2005,1,
Latvia,2004,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2005,1458,
Latvia,2004,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2005,5902,
Latvia,2004,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2005,6156,
Latvia,2004,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2005,4302,
Latvia,2004,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2005,1967,
Latvia,2004,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2005,514,
Latvia,2004,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2005,29,
Latvia,2004,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2005,5,
Latvia,2002,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2003,20044,
Latvia,2002,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2003,1,
Latvia,2002,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2003,1456,
Latvia,2002,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2003,5821,
Latvia,2002,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2003,6381,
Latvia,2002,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2003,4147,
Latvia,2002,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2003,1746,
Latvia,2002,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2003,455,
Latvia,2002,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2003,30,
Latvia,2002,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2003,1,
Latvia,2002,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2003,6,
Latvia,2001,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2002,19664,
Latvia,2001,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2002,4,
Latvia,2001,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2002,1531,
Latvia,2001,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2002,5969,
Latvia,2001,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2002,6138,
Latvia,2001,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2002,3807,
Latvia,2001,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2002,1722,
Latvia,2001,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2002,463,
Latvia,2001,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2002,24,
Latvia,2001,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2002,6,
Latvia,2000,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2001,20248,
Latvia,2000,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2001,3,
Latvia,2000,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2001,1603,
Latvia,2000,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2001,6243,
Latvia,2000,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2001,6491,
Latvia,2000,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2001,3732,
Latvia,2000,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2001,1714,
Latvia,2000,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2001,438,
Latvia,2000,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2001,21,
Latvia,2000,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2001,3,
Latvia,1999,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2000,19396,
Latvia,1999,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2000,1,
Latvia,1999,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2000,1628,
Latvia,1999,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2000,6376,
Latvia,1999,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2000,6200,
Latvia,1999,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2000,3250,
Latvia,1999,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2000,1553,
Latvia,1999,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2000,364,
Latvia,1999,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2000,17,
Latvia,1999,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2000,7,
Latvia,1998,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1999,18410,
Latvia,1998,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1999,4,
Latvia,1998,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1999,1572,
Latvia,1998,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1999,6379,
Latvia,1998,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1999,5627,
Latvia,1998,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1999,3031,
Latvia,1998,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1999,1408,
Latvia,1998,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1999,363,
Latvia,1998,Total,Both Sexes,45 +,Data tabulated by year of occurrence,"Final figure, complete",1999,17,
Latvia,1998,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1999,9,
Latvia,1997,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1998,18830,
Latvia,1997,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1998,0,
Latvia,1997,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1998,1748,
Latvia,1997,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1998,6735,
Latvia,1997,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1998,5557,
Latvia,1997,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1998,2943,
Latvia,1997,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1998,1432,
Latvia,1997,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1998,373,
Latvia,1997,Total,Both Sexes,45 +,Data tabulated by year of occurrence,"Final figure, complete",1998,20,
Latvia,1997,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1998,22,
Latvia,1996,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1997,19782,
Latvia,1996,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1997,3,
Latvia,1996,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1997,2077,
Latvia,1996,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1997,7377,
Latvia,1996,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1997,5681,
Latvia,1996,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1997,2917,
Latvia,1996,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1997,1399,
Latvia,1996,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1997,291,
Latvia,1996,Total,Both Sexes,45 +,Data tabulated by year of occurrence,"Final figure, complete",1997,16,
Latvia,1996,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1997,21,
Latvia,1995,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1996,21595,
Latvia,1995,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1996,5,
Latvia,1995,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1996,2411,
Latvia,1995,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1996,8314,
Latvia,1995,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1996,5995,
Latvia,1995,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1996,3085,
Latvia,1995,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1996,1443,
Latvia,1995,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1996,293,
Latvia,1995,Total,Both Sexes,45 +,Data tabulated by year of occurrence,"Final figure, complete",1996,23,
Latvia,1995,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1996,26,
Latvia,1994,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1995,24256,
Latvia,1994,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1995,3,
Latvia,1994,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1995,2767,
Latvia,1994,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1995,9469,
Latvia,1994,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1995,6561,
Latvia,1994,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1995,3571,
Latvia,1994,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1995,1500,
Latvia,1994,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1995,346,
Latvia,1994,Total,Both Sexes,45 +,Data tabulated by year of occurrence,"Final figure, complete",1995,20,
Latvia,1994,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1995,19,
Latvia,1993,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1994,26759,
Latvia,1993,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1994,0,
Latvia,1993,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1994,3623,
Latvia,1993,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1994,10784,
Latvia,1993,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1994,6727,
Latvia,1993,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1994,3790,
Latvia,1993,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1994,1470,
Latvia,1993,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1994,347,
Latvia,1993,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1994,17,
Latvia,1993,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1994,1,
Latvia,1992,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1993,31569,
Latvia,1992,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1993,0,
Latvia,1992,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1993,4059,
Latvia,1992,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1993,12725,
Latvia,1992,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1993,7890,
Latvia,1992,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1993,4684,
Latvia,1992,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1993,1806,
Latvia,1992,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1993,383,
Latvia,1992,Total,Both Sexes,45 +,Data tabulated by year of occurrence,"Final figure, complete",1993,22,
Latvia,1991,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1992,34633,
Latvia,1991,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1992,0,
Latvia,1991,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1992,4406,
Latvia,1991,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1992,13604,
Latvia,1991,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1992,9057,
Latvia,1991,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1992,5125,
Latvia,1991,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1992,1987,
Latvia,1991,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1992,438,
Latvia,1991,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1992,15,
Latvia,1991,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1992,1,
Latvia,1990,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1995,37918,
Latvia,1990,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1995,0,
Latvia,1990,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1995,4436,
Latvia,1990,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1995,14724,
Latvia,1990,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1995,10350,
Latvia,1990,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1995,5787,
Latvia,1990,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1995,2175,
Latvia,1990,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1995,426,
Latvia,1990,Total,Both Sexes,45 +,Data tabulated by year of occurrence,"Final figure, complete",1995,20,
Latvia,1989,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1994,38922,
Latvia,1989,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1994,0,
Latvia,1989,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1994,3991,
Latvia,1989,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1994,15043,
Latvia,1989,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1994,11229,
Latvia,1989,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1994,5947,
Latvia,1989,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1994,2229,
Latvia,1989,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1994,454,
Latvia,1989,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1994,25,
Latvia,1989,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1994,4,
Latvia,1989,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1994,0,
Latvia,1988,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1991,41275,
Latvia,1988,Total,Both Sexes,0 - 15,Data tabulated by year of occurrence,"Final figure, complete",1991,0,
Latvia,1988,Total,Both Sexes,16 - 19,Data tabulated by year of occurrence,"Final figure, complete",1991,3939,
Latvia,1988,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1991,15806,
Latvia,1988,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1991,12186,
Latvia,1988,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1991,6269,
Latvia,1988,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1991,2525,
Latvia,1988,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1991,523,
Latvia,1988,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1991,25,
Latvia,1988,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1991,2,
Latvia,1988,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1991,0,
Latvia,1987,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1991,42135,
Latvia,1987,Total,Both Sexes,0 - 15,Data tabulated by year of occurrence,"Final figure, complete",1991,0,
Latvia,1987,Total,Both Sexes,16 - 19,Data tabulated by year of occurrence,"Final figure, complete",1991,3820,
Latvia,1987,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1991,15952,
Latvia,1987,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1991,12842,
Latvia,1987,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1991,6389,
Latvia,1987,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1991,2648,
Latvia,1987,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1991,456,
Latvia,1987,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1991,28,
Latvia,1987,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1991,0,
Latvia,1987,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1991,0,
Latvia,1986,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1991,41960,
Latvia,1986,Total,Both Sexes,0 - 15,Data tabulated by year of occurrence,"Final figure, complete",1991,0,
Latvia,1986,Total,Both Sexes,16 - 19,Data tabulated by year of occurrence,"Final figure, complete",1991,3754,
Latvia,1986,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1991,16492,
Latvia,1986,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1991,12572,
Latvia,1986,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1991,6147,
Latvia,1986,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1991,2491,
Latvia,1986,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1991,479,
Latvia,1986,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1991,25,
Latvia,1986,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1991,0,
Latvia,1986,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1991,0,
Libya,2002,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2003,111053,
Libya,2002,Total,Both Sexes,0 - 19,Data tabulated by year of occurrence,"Final figure, complete",2003,1196,
Libya,2002,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2003,15018,
Libya,2002,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2003,32713,
Libya,2002,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2003,33325,
Libya,2002,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2003,18702,
Libya,2002,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2003,6422,
Libya,2002,Total,Both Sexes,45 +,Data tabulated by year of occurrence,"Final figure, complete",2003,676,
Libya,2002,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2003,3001,
Libya,2000,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2001,98752,
Libya,2000,Total,Both Sexes,0 - 19,Data tabulated by year of occurrence,"Final figure, complete",2001,4743,
Libya,2000,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2001,14368,
Libya,2000,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2001,27733,
Libya,2000,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2001,28008,
Libya,2000,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2001,16581,
Libya,2000,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2001,6227,
Libya,2000,Total,Both Sexes,45 +,Data tabulated by year of occurrence,"Final figure, complete",2001,928,
Libya,2000,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2001,164,
Libya,1996,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1998,90428,
Libya,1996,Total,Both Sexes,0 - 19,Data tabulated by year of occurrence,"Final figure, complete",1998,2676,
Libya,1996,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1998,16354,
Libya,1996,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1998,24125,
Libya,1996,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1998,26281,
Libya,1996,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1998,13459,
Libya,1996,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1998,5472,
Libya,1996,Total,Both Sexes,45 +,Data tabulated by year of occurrence,"Final figure, complete",1998,1012,
Libya,1996,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1998,1049,
